sequence_id,time_index,split,condition,corruption_label,corruption_type,mahalanobis_distance_squared,mahalanobis_distance,trust_score,trust_group
train_0000,138,train,high_vibration,0,none,90.705719576584798,9.5239550385638001,0.0023600325918135901,low
train_0000,139,train,high_vibration,0,none,109.98273785776416,10.487265509071666,0.00065253471173137758,low
train_0000,140,train,high_vibration,0,none,86.950777426430463,9.324740072861573,0.0030315954112471815,low
train_0000,141,train,high_vibration,0,none,107.35431662773074,10.361192818769986,0.00077755260156083612,low
train_0000,142,train,high_vibration,0,none,105.86941955090556,10.289286639554055,0.00085849228852784927,low
train_0000,143,train,high_vibration,0,none,130.48033519809394,11.422798921371852,0.00016631751202448084,low
train_0000,144,train,high_vibration,1,spike,98.475435979255678,9.9234790259896091,0.0014056787579490595,low
train_0000,145,train,high_vibration,0,none,86.323945827062033,9.2910680670772194,0.0031610107502117227,low
train_0000,146,train,high_vibration,0,none,93.862882231436743,9.6882858252343453,0.0019119567533397038,low
train_0000,147,train,high_vibration,0,none,99.544227297184619,9.977185339422368,0.0013089739572660073,low
train_0000,148,train,high_vibration,0,none,82.79030566175436,9.0989178291571768,0.0040010106888122322,low
train_0000,149,train,high_vibration,0,none,99.467934789697352,9.9733612583570519,0.0013156508258162132,low
train_0000,150,train,high_vibration,0,none,110.52130090156757,10.512911152557486,0.00062951398462678901,low
train_0000,151,train,high_vibration,1,random_replacement,238.68860107397757,15.44955019002099,1.2216170562003208e-07,low
train_0000,152,train,high_vibration,0,none,101.05522516722718,10.052622800405235,0.0011835004766732979,low
train_0000,153,train,high_vibration,0,none,107.41531133185849,10.364135821758536,0.00077439619043078714,low
train_0000,154,train,high_vibration,0,none,123.20367884279095,11.099715259536659,0.00027020261699519478,low
train_0000,155,train,high_vibration,0,none,133.9131097586147,11.572083207383825,0.00013228651656259488,low
train_0000,156,train,high_vibration,0,none,120.03446019072057,10.956023922514982,0.0003337941038318633,low
train_0000,157,train,high_vibration,0,none,101.53862344119361,10.076637506688112,0.0011459559421349876,low
train_0000,158,train,high_vibration,0,none,98.493877238577397,9.9244081555817427,0.0014039510740955904,low
train_0000,159,train,high_vibration,0,none,146.79623212516239,12.115949493339858,5.6025488219968244e-05,low
train_0001,0,train,high_temperature,0,none,611.80942931139748,24.734781772059311,1.9070001069568792e-18,low
train_0001,1,train,high_temperature,0,none,561.4285972392654,23.694484532043852,5.4892794402261836e-17,low
train_0001,2,train,high_temperature,0,none,599.77636616712289,24.490332095892921,4.2546186848641504e-18,low
train_0001,3,train,high_temperature,0,none,568.90126277274067,23.851651154013229,3.3349307071741932e-17,low
train_0001,4,train,high_temperature,0,none,567.94115123750316,23.831515924034356,3.5554471808576157e-17,low
train_0001,5,train,high_temperature,0,none,641.67992130989444,25.33140188204937,2.6014818380176763e-19,low
train_0001,6,train,high_temperature,0,none,548.10915971939676,23.41173124139684,1.3343880155408598e-16,low
train_0001,7,train,high_temperature,0,none,520.08840446133877,22.805446815647766,8.6464670892026888e-16,low
train_0001,8,train,high_temperature,0,none,550.95179400044879,23.472362343838526,1.1039560553752908e-16,low
train_0001,9,train,high_temperature,0,none,597.16711199107931,24.437002925708367,5.0632768369938735e-18,low
train_0001,10,train,high_temperature,0,none,548.6372700719063,23.423007280703867,1.2882099054950412e-16,low
train_0001,11,train,high_temperature,0,none,587.45232686910674,24.237415845529135,9.6782764243428237e-18,low
train_0001,12,train,high_temperature,0,none,533.19452976055709,23.091005386525662,3.6078626546253476e-16,low
train_0001,13,train,high_temperature,0,none,542.30922367302594,23.287533653717517,1.964553705340743e-16,low
train_0001,14,train,high_temperature,0,none,658.01702090155698,25.651842446529198,8.7509334697900249e-20,low
train_0001,15,train,high_temperature,0,none,702.41012700163515,26.503021091974311,4.5322142790807028e-21,low
train_0001,16,train,high_temperature,0,none,577.02409044953629,24.021325742962986,1.9401166477216366e-17,low
train_0001,17,train,high_temperature,0,none,551.9634701783541,23.493902829848302,1.0319316159961134e-16,low
train_0001,18,train,high_temperature,0,none,589.55913864723834,24.280838919758072,8.4096723810410446e-18,low
train_0001,19,train,high_temperature,0,none,574.43277602669446,23.967327260808503,2.3061061232081994e-17,low
train_0001,20,train,high_temperature,1,spike,2494.6125267826174,49.946096211642178,5.6143664812321832e-73,low
train_0001,21,train,high_temperature,0,none,546.53908445697266,23.378175387676702,1.4816845152049459e-16,low
train_0001,22,train,high_temperature,0,none,569.81580055162067,23.870814827978133,3.1376127186685999e-17,low
train_0001,23,train,high_temperature,0,none,474.93188570806569,21.792932012651846,1.7566819024714996e-14,low
train_0001,24,train,high_temperature,0,none,556.3127790900985,23.586283706639723,7.7211717913276611e-17,low
train_0001,25,train,high_temperature,0,none,548.71661625072136,23.424700985300142,1.2814113168827292e-16,low
train_0001,26,train,high_temperature,0,none,547.91274484088126,23.407536069413229,1.3519817736501936e-16,low
train_0001,27,train,high_temperature,0,none,605.06905229943641,24.59815140004298,2.9893047635688509e-18,low
train_0001,28,train,high_temperature,0,none,602.68236405366713,24.549589895834657,3.5050572466212421e-18,low
train_0001,29,train,high_temperature,0,none,586.80777303834645,24.224115526440723,1.0103364871789531e-17,low
train_0001,30,train,high_temperature,0,none,550.28095600265453,23.458068036448665,1.1544657728289913e-16,low
train_0001,31,train,high_temperature,0,none,648.32352092195333,25.462197880818405,1.6703375935200617e-19,low
train_0001,32,train,high_temperature,0,none,627.12238828816237,25.042411790563673,6.8682512275929119e-19,low
train_0001,33,train,high_temperature,0,none,482.98751866827371,21.97697701387235,1.0265504431998447e-14,low
train_0001,34,train,high_temperature,0,none,570.47273424633875,23.8845710500804,3.0031205596874492e-17,low
train_0001,35,train,high_temperature,0,none,611.82881169524035,24.735173573177939,1.9045367241895539e-18,low
train_0001,36,train,high_temperature,0,none,586.38612635303025,24.215410926784418,1.0391495676528394e-17,low
train_0001,37,train,high_temperature,0,none,571.17898527751549,23.899351147625651,2.864955196900646e-17,low
train_0001,38,train,high_temperature,0,none,638.62083237580691,25.270948386948341,3.1902172202512922e-19,low
train_0001,39,train,high_temperature,0,none,580.25157526524652,24.088411638488051,1.5644121750319958e-17,low
train_0001,40,train,high_temperature,0,none,608.86356335867333,24.675160857807459,2.3209775063696767e-18,low
train_0001,41,train,high_temperature,0,none,613.27921945672404,24.764474948133344,1.7289468200295491e-18,low
train_0001,42,train,high_temperature,0,none,600.93941536254329,24.514065663666305,3.9370923790154808e-18,low
train_0001,43,train,high_temperature,0,none,610.77770825023515,24.713917298765793,2.0428295847374115e-18,low
train_0001,44,train,high_temperature,0,none,575.03589838621565,23.979906137977597,2.2151913179330124e-17,low
train_0001,45,train,high_temperature,0,none,574.33494863137753,23.965286324836129,2.3212003845978369e-17,low
train_0001,46,train,high_temperature,0,none,631.57705987126792,25.1311969446596,5.1030154422103356e-19,low
train_0001,47,train,high_temperature,0,none,557.76319165423934,23.617010641786131,7.009311487842055e-17,low
train_0001,48,train,high_temperature,0,none,537.22484505202851,23.178111334878615,2.7575361073740857e-16,low
train_0001,49,train,high_temperature,0,none,539.38809171262733,23.224730175238363,2.3870843019974887e-16,low
train_0001,50,train,high_temperature,0,none,631.95022258195445,25.138620140770545,4.9775895860833787e-19,low
train_0001,51,train,high_temperature,0,none,584.34841065468561,24.173299540085246,1.1904078920879258e-17,low
train_0001,52,train,high_temperature,0,none,566.47918771048603,23.80082325699021,3.9195538316261277e-17,low
train_0001,53,train,high_temperature,0,none,566.75927935233096,23.806706604491328,3.8470198301803513e-17,low
train_0001,54,train,high_temperature,0,none,581.61238399627894,24.116641225433508,1.4286916297018286e-17,low
train_0001,55,train,high_temperature,0,none,535.287619019874,23.13628360432751,3.1378233653655645e-16,low
train_0001,56,train,high_temperature,0,none,626.28026897393534,25.025592280182607,7.2650100004394244e-19,low
train_0001,57,train,high_temperature,0,none,586.84487091744165,24.224881236394982,1.0078399809917093e-17,low
train_0001,58,train,high_temperature,0,none,640.93013368976801,25.316597988074307,2.7348698763448414e-19,low
train_0001,59,train,high_temperature,0,none,529.27207932243448,23.005914007542376,4.6865658981168877e-16,low
train_0001,60,train,high_temperature,0,none,550.55469351521765,23.463901924343649,1.1335818555104322e-16,low
train_0001,61,train,high_temperature,0,none,596.58227985168287,24.425033876162441,5.2646558610584435e-18,low
train_0001,62,train,high_temperature,0,none,492.1194954146921,22.183766483956056,5.5833344920493777e-15,low
train_0001,63,train,high_temperature,0,none,544.61274026505566,23.33693939369633,1.6847980823798173e-16,low
train_0001,64,train,high_temperature,0,none,514.76263271861319,22.688381006995918,1.2333529872232886e-15,low
train_0001,65,train,high_temperature,0,none,554.89925470461787,23.556299681924109,8.4844303645919162e-17,low
train_0001,66,train,high_temperature,0,none,522.70573155761463,22.862758616527767,7.2616255249769276e-16,low
train_0001,67,train,high_temperature,0,none,598.31825586901391,24.460544880869147,4.6891210627658817e-18,low
train_0001,68,train,high_temperature,0,none,542.25413663247821,23.286350865528032,1.9717841660450716e-16,low
train_0001,69,train,high_temperature,0,none,691.89203036470519,26.303840601035912,9.1399295663627715e-21,low
train_0001,70,train,high_temperature,0,none,609.307078166628,24.684146292035866,2.2533338866792101e-18,low
train_0001,71,train,high_temperature,0,none,583.85881934642794,24.163170722122292,1.2299166497125128e-17,low
train_0001,72,train,high_temperature,0,none,602.79060807201029,24.551794396174188,3.4798464197573093e-18,low
train_0001,73,train,high_temperature,0,none,632.74916925360185,25.15450594334148,4.7193201185261117e-19,low
train_0001,74,train,high_temperature,0,none,575.46845472986899,23.988923584226722,2.1522030552534942e-17,low
train_0001,75,train,high_temperature,0,none,597.93133609111999,24.452634542950989,4.8116904986716364e-18,low
train_0001,76,train,high_temperature,0,none,612.68481209152992,24.752470828010885,1.7988596231694602e-18,low
train_0001,77,train,high_temperature,0,none,621.59661216805864,24.931839325811055,9.9285890480013395e-19,low
train_0001,78,train,high_temperature,0,none,576.93743774600136,24.019522013270816,1.9513606275015081e-17,low
train_0001,79,train,high_temperature,0,none,490.49037454119082,22.147017283173614,6.2241116723668128e-15,low
train_0001,80,train,high_temperature,0,none,574.17996679983651,23.96205264162143,2.3453157777154821e-17,low
train_0001,81,train,high_temperature,0,none,575.17375064573059,23.982780294322229,2.1949198584861332e-17,low
train_0001,82,train,high_temperature,0,none,624.32561869323831,24.986508733579374,8.27652734738336e-19,low
train_0001,83,train,high_temperature,0,none,522.6006172892337,22.860459691118063,7.3127081551862536e-16,low
train_0001,84,train,high_temperature,0,none,566.6376351096244,23.804151635998799,3.8783550966192819e-17,low
train_0001,85,train,high_temperature,0,none,598.00959236897597,24.454234651057391,4.7866444769456743e-18,low
train_0001,86,train,high_temperature,0,none,601.22433189363153,24.519876261792831,3.8629906305474512e-18,low
train_0001,87,train,high_temperature,0,none,646.48859745665959,25.426140042418147,1.8877678371097272e-19,low
train_0001,88,train,high_temperature,0,none,617.42751150180447,24.848088689108554,1.3111003161159555e-18,low
train_0001,89,train,high_temperature,0,none,541.79043637382097,23.276392254252396,2.0337116828701712e-16,low
train_0001,90,train,high_temperature,0,none,632.33290867216317,25.146230506224253,4.852163929739345e-19,low
train_0001,91,train,high_temperature,1,spike,508.54881322884194,22.551026877480368,1.8666218380400293e-15,low
train_0001,92,train,high_temperature,0,none,650.84600265173958,25.511683649883626,1.4117129195248556e-19,low
train_0001,93,train,high_temperature,0,none,574.29057280310633,23.96436047139807,2.3280798791443757e-17,low
train_0001,94,train,high_temperature,0,none,556.37222933475232,23.587543944521911,7.6906204086015236e-17,low
train_0001,95,train,high_temperature,0,none,508.7823467455006,22.55620417414022,1.8377760295885814e-15,low
train_0001,96,train,high_temperature,0,none,581.43787577363855,24.113022949718239,1.4454155698632197e-17,low
train_0001,97,train,high_temperature,0,none,530.09407131628234,23.023771874223439,4.4365729347291408e-16,low
train_0001,98,train,high_temperature,0,none,622.67452834040125,24.953447223588192,9.2399193182257119e-19,low
train_0001,99,train,high_temperature,0,none,580.48372900653203,24.093229941345182,1.5403782912316846e-17,low
train_0001,100,train,high_temperature,0,none,595.22327404519899,24.397198077754727,5.7640860667847515e-18,low
train_0001,101,train,high_temperature,0,none,546.83666504067105,23.384539017065762,1.4525697872190878e-16,low
train_0001,102,train,high_temperature,0,none,527.12398079565378,22.959180751839856,5.4084080227504219e-16,low
train_0001,103,train,high_temperature,0,none,602.02373515702152,24.536171974393675,3.6624422273036779e-18,low
train_0001,104,train,high_temperature,0,none,541.16016611701957,23.26284948403827,2.1210148445543235e-16,low
train_0001,105,train,high_temperature,1,random_replacement,512.59855758144249,22.640639513526168,1.4248358572731329e-15,low
train_0001,106,train,high_temperature,0,none,608.94445857478456,24.676800006783388,2.3084899497471009e-18,low
train_0001,107,train,high_temperature,1,drift,515.3809865686062,22.702004020980311,1.183527072713879e-15,low
train_0001,108,train,high_temperature,1,drift,514.15065887120613,22.674890493036699,1.2847298099680909e-15,low
train_0001,109,train,high_temperature,1,drift,484.79585963914968,22.018080289597222,9.0992556845254397e-15,low
train_0001,110,train,high_temperature,1,drift,443.62360017253684,21.062374039327494,1.4173118575726464e-13,low
train_0001,111,train,high_temperature,1,drift,338.30258540404964,18.393003708042077,1.5916432882215325e-10,low
train_0001,112,train,high_temperature,1,drift,368.06560911578043,19.185036072829792,2.1868973291601593e-11,low
train_0001,113,train,high_temperature,1,drift,326.14508109161955,18.059487287617539,3.5806330776474521e-10,low
train_0001,114,train,high_temperature,1,drift,281.56568347854085,16.779919054588458,7.0000198371280923e-09,low
train_0001,115,train,high_temperature,1,drift,315.83359826706339,17.771707803896152,7.1221012095962927e-10,low
train_0001,116,train,high_temperature,1,drift,296.37110103980257,17.21543206079367,2.6079213664808518e-09,low
train_0001,117,train,high_temperature,1,drift,334.95049135312524,18.301652694582675,1.9903589977638178e-10,low
train_0001,118,train,high_temperature,1,drift,314.3082576092811,17.728741004630901,7.8847171005249426e-10,low
train_0001,119,train,high_temperature,1,drift,316.72841303486166,17.796865258658944,6.7095268423459118e-10,low
train_0001,120,train,high_temperature,0,none,586.04034168522901,24.208270109308287,1.0633908443426447e-17,low
train_0001,121,train,high_temperature,0,none,628.49736462833312,25.069849712918767,6.2664727211069318e-19,low
train_0001,122,train,high_temperature,0,none,579.59972807806207,24.074877529866317,1.6339186795006857e-17,low
train_0001,123,train,high_temperature,0,none,598.38813668436501,24.461973278629117,4.6673192564023266e-18,low
train_0001,124,train,high_temperature,0,none,606.12267155035124,24.619558719651156,2.7864710944289138e-18,low
train_0001,125,train,high_temperature,0,none,747.14991376020316,27.334043128673869,2.2936422587197842e-22,low
train_0001,126,train,high_temperature,0,none,609.877266115682,24.695693270602508,2.1692588042998732e-18,low
