sequence_id,time_index,split,condition,temperature_clean,pressure_clean,vibration_clean,concentration_clean,temperature_obs,pressure_obs,vibration_obs,concentration_obs,quality,is_corrupted,corruption_type,corruption_feature,corruption_magnitude
train_0000,24,train,high_vibration,315.6678424,2.248868919,0.8273748822,0.8447269843,315.6678424,2.248868919,0.8273748822,0.8447269843,0.9808228409,False,none,none,0
train_0000,25,train,high_vibration,315.3923406,2.22374828,0.817905315,0.8417716197,315.3923406,2.22374828,0.817905315,0.8417716197,0.9805736028,False,none,none,0
train_0000,26,train,high_vibration,316.6786464,2.242612762,0.8324146918,0.8391486689,316.6786464,2.242612762,0.8324146918,0.8391486689,0.9803469161,False,none,none,0
train_0000,27,train,high_vibration,315.6232926,2.250719411,0.7801820619,0.8430988105,315.6232926,2.250719411,0.7801820619,0.8430988105,0.979732916,False,none,none,0
train_0000,28,train,high_vibration,316.1368784,2.254187562,0.8084103681,0.8413326517,316.1368784,2.254187562,0.8084103681,0.8413326517,0.9795474572,False,none,none,0
train_0000,29,train,high_vibration,314.9642006,2.21944682,0.8018263391,0.8518574303,314.9642006,2.21944682,0.8018263391,0.8518574303,0.9790936095,False,none,none,0
train_0000,30,train,high_vibration,314.8267959,2.221506675,0.8155545171,0.8499564036,314.8267959,2.221506675,0.8155545171,0.8499564036,0.9786117637,False,none,none,0
train_0000,31,train,high_vibration,314.9104865,2.201511624,0.820369121,0.847530967,314.9104865,2.201511624,0.820369121,0.847530967,0.9783321159,False,none,none,0
train_0000,32,train,high_vibration,314.9694975,2.216017758,0.7982296097,0.8479927521,314.9694975,2.216017758,0.7982296097,0.8479927521,0.9780735024,False,none,none,0
train_0000,33,train,high_vibration,315.6799241,2.226241805,0.7960114976,0.8485583821,315.6799241,2.226241805,0.7960114976,0.8485583821,0.9777030808,False,none,none,0
train_0000,34,train,high_vibration,316.1409985,2.246041187,0.8104840584,0.8412477441,316.1409985,2.246041187,0.8104840584,0.8412477441,0.9775502098,False,none,none,0
train_0000,35,train,high_vibration,316.2868534,2.243199213,0.8021227788,0.8439077906,316.2868534,2.243199213,0.8021227788,0.8439077906,0.9770434605,False,none,none,0
train_0000,36,train,high_vibration,315.6425148,2.229406631,0.7731106958,0.8504006699,315.6425148,2.229406631,0.7731106958,0.8504006699,0.976682435,False,none,none,0
train_0000,37,train,high_vibration,315.436096,2.242297762,0.8085697646,0.8459361764,315.436096,2.242297762,0.8085697646,0.8459361764,0.9763271258,False,none,none,0
train_0000,38,train,high_vibration,315.2674515,2.219632532,0.7988866508,0.849960622,315.2674515,2.219632532,0.7988866508,0.849960622,0.9760339266,False,none,none,0
train_0000,39,train,high_vibration,313.9173571,2.180497678,0.7880381245,0.8543000842,313.9173571,2.180497678,0.7880381245,0.8543000842,0.975807167,False,none,none,0
train_0000,40,train,high_vibration,313.2608119,2.1729834,0.8105681702,0.8610671218,313.2608119,2.1729834,0.8105681702,0.8610671218,0.9754001697,False,none,none,0
train_0000,41,train,high_vibration,312.8321673,2.149031404,0.8216350555,0.8604764872,312.8321673,2.149031404,-0.2745996244,0.8604764872,0.9752451132,True,spike,vibration,-1.09623468
train_0000,42,train,high_vibration,313.4522472,2.168879899,0.825043219,0.8609266689,313.4522472,2.168879899,0.825043219,0.8609266689,0.9749869913,False,none,none,0
train_0000,43,train,high_vibration,313.0872236,2.174671306,0.7912545526,0.8598600869,313.0872236,2.174671306,0.7912545526,0.8598600869,0.9744344343,False,none,none,0
train_0000,44,train,high_vibration,313.6072648,2.185669846,0.769295874,0.854638258,313.6072648,2.185669846,0.769295874,0.854638258,0.9738837065,False,none,none,0
train_0000,45,train,high_vibration,312.9142581,2.181029933,0.7704694361,0.8556072014,312.9142581,2.181029933,0.7704694361,0.8556072014,0.973632605,False,none,none,0
train_0000,46,train,high_vibration,313.5391038,2.180829999,0.760772215,0.8605614242,313.5391038,2.180829999,0.760772215,0.8605614242,0.9733497956,False,none,none,0
train_0000,47,train,high_vibration,313.7734599,2.197345103,0.742631098,0.8554477681,313.7734599,2.197345103,0.742631098,0.8554477681,0.9730880123,False,none,none,0
train_0000,48,train,high_vibration,313.6827521,2.180656349,0.7530677722,0.855026469,313.6827521,2.180656349,0.7530677722,0.855026469,0.9728438941,False,none,none,0
train_0000,49,train,high_vibration,313.9447904,2.195506841,0.756095568,0.8553991691,313.9447904,2.195506841,0.756095568,0.8553991691,0.9726341543,False,none,none,0
train_0000,50,train,high_vibration,313.6878626,2.184635981,0.7722538156,0.860952698,313.6878626,2.184635981,0.7722538156,0.860952698,0.9725316683,False,none,none,0
train_0000,51,train,high_vibration,313.0829954,2.183756106,0.7766232655,0.853442863,313.0829954,2.183756106,0.7766232655,0.853442863,0.9721147137,False,none,none,0
train_0000,52,train,high_vibration,312.9857502,2.168715165,0.7748480492,0.8562931259,312.9857502,2.168715165,0.7748480492,0.8562931259,0.9716870999,False,none,none,0
train_0000,53,train,high_vibration,313.1716576,2.154070624,0.8202531949,0.8616204841,313.1716576,2.154070624,0.8202531949,0.8616204841,0.9712719045,False,none,none,0
train_0000,54,train,high_vibration,312.8660135,2.1643276,0.8059191009,0.8644503319,312.8660135,2.1643276,0.8059191009,0.8644503319,0.9710481533,False,none,none,0
train_0000,55,train,high_vibration,312.7608513,2.160605795,0.8048112575,0.8622574057,312.7608513,2.160605795,0.8048112575,0.8622574057,0.9709728238,False,none,none,0
train_0000,56,train,high_vibration,313.7102798,2.174516621,0.7978732728,0.8621628993,313.7102798,2.174516621,0.7978732728,0.8621628993,0.9706464389,False,none,none,0
train_0000,57,train,high_vibration,314.5221605,2.168295571,0.801697285,0.8542519528,314.5221605,2.168295571,0.801697285,0.8542519528,0.9700119283,False,none,none,0
train_0000,58,train,high_vibration,313.9947827,2.188588872,0.7887719272,0.851448987,313.9947827,2.188588872,0.7887719272,0.851448987,0.9694957353,False,none,none,0
train_0000,59,train,high_vibration,314.8157282,2.205732698,0.7602126545,0.8517948881,314.8157282,2.205732698,0.7602126545,0.8517948881,0.9691147096,False,none,none,0
train_0000,60,train,high_vibration,315.0364942,2.199919327,0.778950761,0.8504502276,315.0364942,2.199919327,0.778950761,0.8504502276,0.9687835427,False,none,none,0
train_0000,61,train,high_vibration,315.2038684,2.207353285,0.7952566593,0.8525423813,315.2038684,2.207353285,0.7952566593,0.8525423813,0.9684691042,False,none,none,0
train_0000,62,train,high_vibration,314.6102074,2.221056395,0.7854875224,0.8500988062,314.6102074,2.221056395,0.7854875224,0.8500988062,0.9682116552,False,none,none,0
train_0000,63,train,high_vibration,313.7457125,2.180388936,0.8372139376,0.8569708829,313.7457125,2.180388936,0.8372139376,0.8569708829,0.9679047085,False,none,none,0
train_0000,64,train,high_vibration,313.2085245,2.159726712,0.8479593991,0.8609563419,313.2085245,2.159726712,0.8479593991,0.8609563419,0.9677890846,False,none,none,0
train_0000,65,train,high_vibration,312.4825571,2.147014926,0.9068493955,0.8659517272,312.4825571,2.147014926,0.9068493955,0.8659517272,0.9674108962,False,none,none,0
train_0000,66,train,high_vibration,311.919351,2.13765532,0.9221144166,0.8679263413,311.919351,2.13765532,0.9221144166,0.8679263413,0.9669841512,False,none,none,0
train_0000,67,train,high_vibration,312.6305862,2.146138169,0.8889231604,0.8581549719,312.6305862,2.570798302,0.8889231604,0.8581549719,0.9667532425,True,spike,pressure,0.4246601329
train_0000,68,train,high_vibration,311.9926603,2.147317667,0.9103276852,0.8583305898,311.9926603,2.147317667,0.9103276852,0.8583305898,0.9662317731,False,none,none,0
train_0000,69,train,high_vibration,312.3398044,2.138995672,0.8783616419,0.866041644,312.3398044,2.138995672,0.8783616419,0.866041644,0.9659916122,False,none,none,0
train_0000,70,train,high_vibration,313.5644136,2.169078363,0.8581906037,0.8596179234,295.1020768,2.169078363,0.8581906037,0.8596179234,0.9657195686,True,bias,temperature,-18.46233683
train_0000,71,train,high_vibration,313.6428944,2.169537629,0.8715124764,0.854323763,295.1805576,2.169537629,0.8715124764,0.854323763,0.9654170855,True,bias,temperature,-18.46233683
train_0000,72,train,high_vibration,314.1621116,2.184296998,0.8409660383,0.8482346008,295.6997748,2.184296998,0.8409660383,0.8482346008,0.9653702975,True,bias,temperature,-18.46233683
train_0000,73,train,high_vibration,313.8842601,2.172712838,0.8785149931,0.856105854,295.4219232,2.172712838,0.8785149931,0.856105854,0.9649999802,True,bias,temperature,-18.46233683
train_0000,74,train,high_vibration,314.025817,2.177198342,0.8926010365,0.8581718542,295.5634801,2.177198342,0.8926010365,0.8581718542,0.9650215447,True,bias,temperature,-18.46233683
train_0000,75,train,high_vibration,313.2754575,2.17020709,0.868900775,0.863354681,294.8131206,2.17020709,0.868900775,0.863354681,0.9646953196,True,bias,temperature,-18.46233683
train_0000,76,train,high_vibration,313.2452629,2.175257143,0.8725598876,0.8606458251,294.7829261,2.175257143,0.8725598876,0.8606458251,0.9642196518,True,bias,temperature,-18.46233683
train_0000,77,train,high_vibration,313.9121807,2.173265191,0.8591504706,0.8543750208,295.4498439,2.173265191,0.8591504706,0.8543750208,0.9639447438,True,bias,temperature,-18.46233683
train_0000,78,train,high_vibration,312.7523235,2.152637992,0.9063375617,0.8595243918,312.7523235,2.152637992,0.9063375617,0.8595243918,0.9635026044,False,none,none,0
train_0000,79,train,high_vibration,313.0248447,2.155249241,0.8534847461,0.8593650127,313.0248447,2.155249241,0.8534847461,0.8593650127,0.9630926229,False,none,none,0
train_0000,80,train,high_vibration,313.5456568,2.175621084,0.8575761908,0.8572428728,313.5456568,2.175621084,0.8575761908,0.8572428728,0.9628734582,False,none,none,0
train_0000,81,train,high_vibration,313.0799618,2.159994445,0.8814562441,0.8575812129,313.0799618,2.159994445,0.8814562441,0.8575812129,0.9626766438,False,none,none,0
train_0000,82,train,high_vibration,312.6786616,2.117707333,0.8623474163,0.8706349298,312.6786616,2.117707333,0.8623474163,0.8706349298,0.962294809,False,none,none,0
train_0000,83,train,high_vibration,312.7334306,2.145743709,0.8544637571,0.86907711,312.7334306,2.145743709,0.8544637571,0.86907711,0.9621610982,False,none,none,0
train_0000,84,train,high_vibration,312.1703989,2.125670262,0.8660516731,0.8690631211,338.6148059,2.125670262,0.8660516731,0.8690631211,0.962055662,True,spike,temperature,26.44440693
train_0000,85,train,high_vibration,312.166106,2.135211082,0.8493790243,0.8624797607,312.166106,2.135211082,0.8493790243,0.8624797607,0.9619879892,False,none,none,0
train_0000,86,train,high_vibration,312.1824327,2.134414474,0.8554339378,0.8664725796,312.1824327,2.134414474,0.8554339378,0.8664725796,0.9617901186,False,none,none,0
train_0000,87,train,high_vibration,313.9624591,2.174844276,0.8052175487,0.8593696241,313.9624591,2.174844276,0.8052175487,0.8593696241,0.961715231,False,none,none,0
train_0000,88,train,high_vibration,313.5357421,2.17785288,0.7807090389,0.860077293,313.5357421,2.17785288,0.7807090389,0.860077293,0.9611712851,False,none,none,0
train_0000,89,train,high_vibration,312.8565436,2.1507796,0.8247750214,0.8662814469,312.8565436,2.1507796,0.8247750214,0.8662814469,0.9608703509,False,none,none,0
train_0000,90,train,high_vibration,312.4749667,2.160510841,0.8010151408,0.8638768117,312.4749667,2.160510841,0.8010151408,0.8638768117,0.9604716289,False,none,none,0
train_0000,91,train,high_vibration,313.3355799,2.166885726,0.8126583746,0.8631578158,313.3355799,2.166885726,0.8126583746,0.8631578158,0.9602291575,False,none,none,0
train_0000,92,train,high_vibration,314.2036322,2.204883326,0.7556957042,0.857496775,314.2036322,2.204883326,0.7556957042,0.857496775,0.9598790096,False,none,none,0
train_0000,93,train,high_vibration,314.3576988,2.208391265,0.763494171,0.853788841,314.3576988,2.208391265,0.763494171,0.853788841,0.9596083716,False,none,none,0
train_0000,94,train,high_vibration,314.6912905,2.20474649,0.7830549321,0.8475580157,314.6912905,2.20474649,0.7830549321,0.8475580157,0.9596413771,False,none,none,0
train_0000,95,train,high_vibration,315.827009,2.254259525,0.8148768637,0.8469674452,315.827009,2.254259525,0.8148768637,0.8469674452,0.9593570003,False,none,none,0
train_0000,96,train,high_vibration,314.7920965,2.213093346,0.781122444,0.8508368685,314.7920965,2.213093346,0.781122444,0.8508368685,0.9591233434,False,none,none,0
train_0000,97,train,high_vibration,314.204173,2.209319674,0.7401757668,0.8518110682,314.204173,2.209319674,0.7401757668,0.8518110682,0.9588318368,False,none,none,0
train_0000,98,train,high_vibration,313.6030115,2.18360659,0.7772208872,0.8627957742,313.6030115,2.18360659,0.7772208872,0.8627957742,0.9586018024,False,none,none,0
train_0000,99,train,high_vibration,313.3646169,2.173245616,0.7664950263,0.8639939527,313.3646169,2.173245616,0.7664950263,0.8639939527,0.9583506776,False,none,none,0
train_0000,100,train,high_vibration,312.6015319,2.150543296,0.8109697919,0.8678167752,312.6015319,2.150543296,0.8109697919,0.8678167752,0.9581696529,False,none,none,0
train_0000,101,train,high_vibration,313.5729061,2.182794277,0.7750812768,0.8614230265,313.5729061,2.182794277,0.7750812768,0.8614230265,0.9580806096,False,none,none,0
train_0000,102,train,high_vibration,312.5663329,2.18368519,0.8017869793,0.8640621229,312.5663329,2.18368519,0.8017869793,0.8640621229,0.9580764403,False,none,none,0
train_0000,103,train,high_vibration,312.2879098,2.141081241,0.8180677906,0.8654028785,312.2879098,2.141081241,0.8180677906,0.8654028785,0.9578622578,False,none,none,0
train_0000,104,train,high_vibration,311.9370309,2.127663006,0.8318156376,0.8682968697,311.9370309,2.127663006,-0.1704251834,0.8682968697,0.9576843661,True,spike,vibration,-1.002240821
train_0000,105,train,high_vibration,312.5024206,2.151066119,0.845465848,0.8619657415,312.5024206,2.151066119,0.845465848,0.8619657415,0.957240601,False,none,none,0
train_0000,106,train,high_vibration,313.212874,2.162195252,0.8194160881,0.8606948703,313.212874,2.162195252,0.8194160881,0.8606948703,0.9569515064,False,none,none,0
train_0000,107,train,high_vibration,314.5045359,2.221352481,0.7713201962,0.8506267302,314.5045359,2.221352481,0.7713201962,0.8506267302,0.9568257542,False,none,none,0
train_0000,108,train,high_vibration,317.191226,2.284323966,0.8619450147,0.8350583455,317.191226,2.284323966,0.8619450147,0.8350583455,0.9567003493,False,none,none,0
train_0000,109,train,high_vibration,317.7799671,2.294015088,0.8462159931,0.8367290103,317.7799671,2.294015088,0.8462159931,0.8367290103,0.9563740482,False,none,none,0
train_0000,110,train,high_vibration,316.2019419,2.261208809,0.8282610519,0.8407659624,316.2019419,2.261208809,0.8282610519,0.8407659624,0.9561457219,False,none,none,0
train_0000,111,train,high_vibration,315.2994724,2.208955127,0.79915912,0.8536778522,315.2994724,2.208955127,0.79915912,0.8536778522,0.9559022632,False,none,none,0
train_0000,112,train,high_vibration,315.3161512,2.214407793,0.7851340081,0.8495516194,315.3161512,2.214407793,0.7851340081,0.8495516194,0.9558158725,False,none,none,0
train_0000,113,train,high_vibration,314.9115102,2.207369706,0.8184612051,0.8498527237,314.9115102,2.207369706,0.8184612051,0.8498527237,0.9555954627,False,none,none,0
train_0000,114,train,high_vibration,314.5093989,2.20767434,0.816427677,0.851201714,314.5093989,2.20767434,0.816427677,0.851201714,0.9552735832,False,none,none,0
train_0000,115,train,high_vibration,314.4050952,2.200099462,0.8312599856,0.8521781423,314.4050952,2.200099462,0.8312599856,0.8521781423,0.9550562911,False,none,none,0
train_0000,116,train,high_vibration,314.8795409,2.219763497,0.8545412765,0.8511184456,314.8795409,2.219763497,0.8545412765,0.8511184456,0.9543457361,False,none,none,0
train_0000,117,train,high_vibration,315.6044804,2.240590374,0.8013099041,0.8438341637,315.6044804,2.240590374,0.8013099041,0.8438341637,0.9541191386,False,none,none,0
train_0000,118,train,high_vibration,316.0730455,2.229465621,0.7817286107,0.8451101081,316.0730455,2.229465621,0.7817286107,0.8451101081,0.9532829547,False,none,none,0
train_0000,119,train,high_vibration,315.8668635,2.237808513,0.8336350538,0.843967527,315.8668635,2.237808513,0.8336350538,0.843967527,0.9527400333,False,none,none,0
train_0000,120,train,high_vibration,314.9884733,2.210538389,0.8667698461,0.8465486325,314.9884733,2.210538389,0.8667698461,0.8465486325,0.9525045225,False,none,none,0
train_0000,121,train,high_vibration,314.2111099,2.177810385,0.8648116177,0.8570877057,314.2111099,2.177810385,0.8648116177,0.8570877057,0.9522849708,False,none,none,0
train_0000,122,train,high_vibration,313.6922962,2.175736772,0.8511997297,0.8578789762,313.6922962,2.175736772,0.8511997297,0.8578789762,0.9518279224,False,none,none,0
train_0000,123,train,high_vibration,313.9009692,2.182707035,0.865319088,0.8518529702,313.9009692,2.182707035,0.865319088,0.8518529702,0.9514431872,False,none,none,0
train_0000,124,train,high_vibration,314.9903268,2.217050813,0.8209008764,0.8484531156,314.9903268,2.217050813,0.8209008764,0.8484531156,0.9513659067,False,none,none,0
train_0000,125,train,high_vibration,315.169207,2.231140304,0.8157391556,0.8508286845,315.169207,2.231140304,0.8157391556,0.8508286845,0.9510194038,False,none,none,0
train_0000,126,train,high_vibration,315.6431508,2.234018891,0.7897937401,0.8473763642,315.6431508,2.234018891,0.7897937401,0.8473763642,0.95108001,False,none,none,0
train_0000,127,train,high_vibration,315.6139232,2.229663813,0.8090684638,0.8498937934,315.6139232,2.229663813,0.8090684638,0.8498937934,0.9508012067,False,none,none,0
train_0000,128,train,high_vibration,314.1567134,2.222694666,0.8307920777,0.8526174506,314.1567134,2.222694666,0.8307920777,0.8526174506,0.9505824541,False,none,none,0
train_0000,129,train,high_vibration,313.9441469,2.182513984,0.8219815824,0.8544269588,313.9441469,2.182513984,0.8219815824,0.8544269588,0.9505485344,False,none,none,0
train_0000,130,train,high_vibration,313.2089535,2.177469504,0.8569096788,0.8566857558,313.2089535,2.177469504,0.8569096788,0.8566857558,0.9503004949,False,none,none,0
train_0000,131,train,high_vibration,315.0967022,2.214332228,0.8191860742,0.8517879316,315.0967022,2.214332228,0.8191860742,0.8517879316,0.9498702249,False,none,none,0
train_0000,132,train,high_vibration,314.3224317,2.198124676,0.8102302851,0.8557224375,314.3224317,2.198124676,0.8102302851,0.8557224375,0.9495820171,False,none,none,0
train_0000,133,train,high_vibration,315.1353194,2.210017362,0.7805888396,0.855093061,315.1353194,2.210017362,0.7805888396,0.855093061,0.9493130948,False,none,none,0
train_0000,134,train,high_vibration,314.1282655,2.18698534,0.7986025772,0.8588347792,314.1282655,2.18698534,0.7986025772,0.8588347792,0.9488506434,False,none,none,0
train_0000,135,train,high_vibration,314.1650978,2.201142072,0.7824013246,0.8524764612,314.1650978,2.201142072,0.7824013246,0.8524764612,0.9485527577,False,none,none,0
train_0000,136,train,high_vibration,314.7156952,2.216444852,0.7522343815,0.8488471989,314.7156952,2.216444852,0.7522343815,0.8488471989,0.9481873029,False,none,none,0
train_0000,137,train,high_vibration,314.2164232,2.199653728,0.7684387136,0.8525099772,314.2164232,2.199653728,0.7684387136,0.8525099772,0.9480768341,False,none,none,0
train_0000,138,train,high_vibration,314.2574004,2.208301864,0.7582916151,0.8546322549,314.2574004,2.208301864,0.7582916151,0.8546322549,0.9478330723,False,none,none,0
train_0000,139,train,high_vibration,314.2221967,2.195304211,0.7969073446,0.8566877423,314.2221967,2.195304211,0.7969073446,0.8566877423,0.9475431754,False,none,none,0
train_0000,140,train,high_vibration,314.2866663,2.198388655,0.7599983107,0.8542527975,314.2866663,2.198388655,0.7599983107,0.8542527975,0.9472683306,False,none,none,0
train_0000,141,train,high_vibration,313.5847479,2.182082217,0.7901030807,0.8584347742,313.5847479,2.182082217,0.7901030807,0.7723690408,0.9470557994,True,spike,concentration,-0.08606573337
train_0000,142,train,high_vibration,312.6336194,2.161461543,0.7810809688,0.86143561,312.6336194,2.161461543,0.7810809688,0.86143561,0.9468917855,False,none,none,0
train_0000,143,train,high_vibration,312.0671057,2.130130514,0.825116556,0.865755836,312.0671057,2.130130514,0.825116556,0.865755836,0.9464884503,False,none,none,0
train_0000,144,train,high_vibration,312.029213,2.148502143,0.8128421119,0.8665927961,312.029213,2.148502143,0.1012418247,0.8665927961,0.9460634214,True,spike,vibration,-0.7116002873
train_0000,145,train,high_vibration,313.4247435,2.164830687,0.7603293536,0.8578095073,313.4247435,2.164830687,0.7603293536,0.8578095073,0.9459646285,False,none,none,0
train_0000,146,train,high_vibration,313.843496,2.182028912,0.7687190292,0.8584425486,313.843496,2.182028912,0.7687190292,0.8584425486,0.9456566627,False,none,none,0
train_0000,147,train,high_vibration,314.0334193,2.168053722,0.7837714473,0.8585934741,314.0334193,2.168053722,0.7837714473,0.8585934741,0.9451950848,False,none,none,0
train_0000,148,train,high_vibration,314.1800277,2.180539563,0.7595140167,0.8534343401,314.1800277,2.180539563,0.7595140167,0.8534343401,0.9450073367,False,none,none,0
train_0000,149,train,high_vibration,314.4527548,2.233724809,0.7625103597,0.8494677564,314.4527548,2.233724809,0.7625103597,0.8494677564,0.9448310122,False,none,none,0
train_0000,150,train,high_vibration,315.2705215,2.234927367,0.7875551335,0.8532442676,315.2705215,2.234927367,0.7875551335,0.8532442676,0.9443452967,False,none,none,0
train_0000,151,train,high_vibration,314.9403434,2.213457402,0.7683841669,0.8481608101,341.2405699,2.213457402,0.7683841669,0.8481608101,0.944111285,True,spike,temperature,26.30022653
train_0000,152,train,high_vibration,315.862449,2.232491483,0.8004034197,0.8410200532,315.862449,2.232491483,0.8004034197,0.8410200532,0.9439665649,False,none,none,0
train_0000,153,train,high_vibration,316.4705605,2.229903707,0.8126408845,0.839833218,316.4705605,2.229903707,0.8126408845,0.839833218,0.9437280521,False,none,none,0
train_0000,154,train,high_vibration,316.629227,2.281920975,0.8258011127,0.8384463672,316.629227,2.281920975,0.8258011127,0.8384463672,0.9435136406,False,none,none,0
train_0000,155,train,high_vibration,317.0486531,2.306884124,0.8281329039,0.8380379884,317.0486531,2.306884124,0.8281329039,0.8380379884,0.9429717207,False,none,none,0
train_0000,156,train,high_vibration,316.4100508,2.262132353,0.824438081,0.8427259649,316.4100508,2.262132353,0.824438081,0.8427259649,0.9426761364,False,none,none,0
train_0000,157,train,high_vibration,314.9160618,2.224795686,0.7829996399,0.8512073064,314.9160618,2.224795686,0.7829996399,0.8512073064,0.9423145952,False,none,none,0
train_0000,158,train,high_vibration,316.9433837,2.27125996,0.7967623861,0.8343443714,316.9433837,2.27125996,0.7967623861,0.8343443714,0.9419819278,False,none,none,0
train_0000,159,train,high_vibration,317.8854983,2.291986311,0.8738921064,0.8351188183,317.8854983,2.291986311,0.8738921064,0.8351188183,0.9417831952,False,none,none,0
train_0001,0,train,high_temperature,327.0426699,2.265185005,0.430424927,0.8352746148,327.0426699,2.265185005,0.430424927,0.8352746148,0.9836389132,False,none,none,0
train_0001,1,train,high_temperature,327.7740465,2.302221311,0.4318647013,0.8295191918,327.7740465,2.302221311,0.4318647013,0.8295191918,0.9832441254,False,none,none,0
train_0001,2,train,high_temperature,327.9607716,2.299275084,0.4524622748,0.8308514781,327.9607716,2.299275084,0.4524622748,0.8308514781,0.9825872613,False,none,none,0
train_0001,3,train,high_temperature,328.032737,2.315798721,0.4591553261,0.8315089199,328.032737,2.315798721,0.4591553261,0.8315089199,0.9821520916,False,none,none,0
train_0001,4,train,high_temperature,328.5072615,2.314495143,0.5012706638,0.8214668382,328.5072615,2.314495143,0.5012706638,0.8214668382,0.9817101141,False,none,none,0
train_0001,5,train,high_temperature,328.8877604,2.319195821,0.458701811,0.828118032,328.8877604,2.319195821,0.458701811,0.828118032,0.981258426,False,none,none,0
train_0001,6,train,high_temperature,327.9293424,2.304693274,0.471885587,0.8254580069,327.9293424,2.304693274,0.471885587,0.8254580069,0.9807624214,False,none,none,0
train_0001,7,train,high_temperature,328.6991778,2.341443773,0.512390697,0.8219725294,328.6991778,2.341443773,0.512390697,0.8219725294,0.9802938832,False,none,none,0
