sequence_id,time_index,split,condition,temperature_clean,pressure_clean,vibration_clean,concentration_clean,temperature_obs,pressure_obs,vibration_obs,concentration_obs,quality,is_corrupted,corruption_type,corruption_feature,corruption_magnitude
train_0000,16,train,high_vibration,316.12365215699015,2.2558881103108597,0.82404394025084748,0.84533939499870714,316.12365215699015,2.2558881103108597,0.82404394025084748,0.84533939499870714,0.9833461735653789,False,none,none,0
train_0000,17,train,high_vibration,316.70740371753482,2.279041409621156,0.84052170596637876,0.83756533952587109,316.70740371753482,2.279041409621156,0.84052170596637876,0.83756533952587109,0.98293385078936379,False,none,none,0
train_0000,18,train,high_vibration,316.86987399758993,2.2847338097834853,0.85675534451964186,0.83740235951297826,316.86987399758993,2.2847338097834853,0.85675534451964186,0.83740235951297826,0.98274099447393737,False,none,none,0
train_0000,19,train,high_vibration,317.35976943306173,2.2832667646759006,0.8388341105020849,0.83817455693050313,317.35976943306173,2.2832667646759006,0.8388341105020849,0.83817455693050313,0.98233872719965265,False,none,none,0
train_0000,20,train,high_vibration,317.19831489601762,2.3058118236218093,0.84388667374721404,0.83448141935680398,317.19831489601762,2.3058118236218093,0.84388667374721404,0.83448141935680398,0.98191772133627253,False,none,none,0
train_0000,21,train,high_vibration,316.42387312663891,2.2678506275059824,0.81561350514910957,0.84360148432897974,316.42387312663891,2.2678506275059824,0.81561350514910957,0.84360148432897974,0.98169594565413432,False,none,none,0
train_0000,22,train,high_vibration,316.06342861487434,2.2605345129253069,0.81922795979790408,0.83683327598361112,316.06342861487434,2.2605345129253069,0.81922795979790408,0.83683327598361112,0.9813872252382152,False,none,none,0
train_0000,23,train,high_vibration,315.77161898254997,2.2480467042823529,0.78692777440158623,0.84220475062669276,315.77161898254997,2.2480467042823529,0.78692777440158623,0.84220475062669276,0.98111144669598371,False,none,none,0
train_0000,24,train,high_vibration,315.66784240535026,2.2488689186531601,0.82737488215499433,0.84472698427815762,315.66784240535026,2.2488689186531601,0.82737488215499433,0.84472698427815762,0.98082284092335414,False,none,none,0
train_0000,25,train,high_vibration,315.3923405879396,2.2237482798777513,0.81790531500270713,0.84177161970337511,315.3923405879396,2.2237482798777513,0.81790531500270713,0.84177161970337511,0.98057360279426442,False,none,none,0
train_0000,26,train,high_vibration,316.67864639137497,2.2426127615218618,0.8324146917871964,0.83914866890773809,316.67864639137497,2.2426127615218618,0.8324146917871964,0.83914866890773809,0.9803469160693955,False,none,none,0
train_0000,27,train,high_vibration,315.6232926128186,2.2507194106034167,0.78018206190110695,0.84309881052589963,315.6232926128186,2.2507194106034167,0.78018206190110695,0.84309881052589963,0.97973291600447476,False,none,none,0
train_0000,28,train,high_vibration,316.13687838767606,2.2541875619297169,0.80841036807612132,0.84133265170409588,316.13687838767606,2.2541875619297169,0.80841036807612132,0.84133265170409588,0.97954745715704661,False,none,none,0
train_0000,29,train,high_vibration,314.96420064651721,2.2194468203631348,0.80182633910403223,0.85185743032828742,314.96420064651721,2.2194468203631348,0.80182633910403223,0.85185743032828742,0.97909360952650404,False,none,none,0
train_0000,30,train,high_vibration,314.82679591715134,2.2215066754262573,0.81555451710154758,0.84995640356281987,314.82679591715134,2.2215066754262573,0.81555451710154758,0.84995640356281987,0.97861176373239289,False,none,none,0
train_0000,31,train,high_vibration,314.91048651928543,2.2015116237574532,0.8203691210307007,0.84753096698396668,314.91048651928543,2.2015116237574532,0.8203691210307007,0.84753096698396668,0.97833211590131619,False,none,none,0
train_0000,32,train,high_vibration,314.96949749843498,2.2160177581472986,0.79822960973297419,0.84799275214225511,314.96949749843498,2.2160177581472986,0.79822960973297419,0.84799275214225511,0.97807350240398916,False,none,none,0
train_0000,33,train,high_vibration,315.67992413245992,2.2262418049272923,0.7960114975968664,0.84855838209791412,315.67992413245992,2.2262418049272923,0.7960114975968664,0.84855838209791412,0.97770308080457335,False,none,none,0
train_0000,34,train,high_vibration,316.14099849797714,2.2460411865442165,0.81048405840785887,0.84124774409761571,316.14099849797714,2.2460411865442165,0.81048405840785887,0.84124774409761571,0.97755020981899277,False,none,none,0
train_0000,35,train,high_vibration,316.28685339439312,2.243199212740123,0.80212277877942628,0.84390779056904175,316.28685339439312,2.243199212740123,0.80212277877942628,0.84390779056904175,0.97704346046563506,False,none,none,0
train_0000,36,train,high_vibration,315.64251480262806,2.229406631030812,0.77311069578499203,0.85040066993915098,315.64251480262806,2.229406631030812,0.77311069578499203,0.85040066993915098,0.97668243501249896,False,none,none,0
train_0000,37,train,high_vibration,315.43609602303667,2.2422977623690223,0.80856976462518237,0.84593617642796104,315.43609602303667,2.2422977623690223,0.80856976462518237,0.84593617642796104,0.9763271257689371,False,none,none,0
train_0000,38,train,high_vibration,315.2674515405721,2.2196325321059627,0.79888665082172761,0.84996062195833588,315.2674515405721,2.2196325321059627,0.79888665082172761,0.84996062195833588,0.97603392664447153,False,none,none,0
train_0000,39,train,high_vibration,313.91735705747965,2.1804976780391025,0.78803812448351485,0.85430008420335302,313.91735705747965,2.1804976780391025,0.78803812448351485,0.85430008420335302,0.97580716698618342,False,none,none,0
train_0000,40,train,high_vibration,313.26081194735059,2.1729833997681434,0.81056817015294214,0.86106712176149469,313.26081194735059,2.1729833997681434,0.81056817015294214,0.86106712176149469,0.97540016970017063,False,none,none,0
train_0000,41,train,high_vibration,312.83216725998017,2.1490314038717377,0.82163505549135818,0.86047648718754488,312.83216725998017,2.1490314038717377,-0.28136885931826627,0.86047648718754488,0.97524511324223551,True,spike,vibration,-1.1030039148096245
train_0000,42,train,high_vibration,313.45224716195548,2.1688798989126963,0.82504321900717603,0.86092666890446534,313.45224716195548,2.1688798989126963,0.82504321900717603,0.86092666890446534,0.97498699132806377,False,none,none,0
train_0000,43,train,high_vibration,313.08722359819944,2.1746713058511027,0.79125455261211519,0.85986008689821847,313.08722359819944,2.1746713058511027,0.79125455261211519,0.85986008689821847,0.97443443426341447,False,none,none,0
train_0000,44,train,high_vibration,313.60726479919356,2.1856698462561925,0.76929587399222144,0.85463825800144222,313.60726479919356,2.1856698462561925,0.76929587399222144,0.85463825800144222,0.97388370645394062,False,none,none,0
train_0000,45,train,high_vibration,312.91425812272934,2.1810299333992167,0.77046943609553187,0.85560720141389668,312.91425812272934,2.1810299333992167,0.77046943609553187,0.85560720141389668,0.97363260500410398,False,none,none,0
train_0000,46,train,high_vibration,313.53910380431478,2.1808299992534197,0.76077221498043757,0.86056142416881254,313.53910380431478,2.1808299992534197,0.76077221498043757,0.86056142416881254,0.97334979560380264,False,none,none,0
train_0000,47,train,high_vibration,313.77345992517519,2.1973451026705133,0.74263109798357385,0.85544776811002254,313.77345992517519,2.1973451026705133,0.74263109798357385,0.85544776811002254,0.97308801231152331,False,none,none,0
train_0000,48,train,high_vibration,313.68275213296647,2.1806563487331863,0.75306777223151222,0.85502646896708645,313.68275213296647,2.1806563487331863,0.40840687384630819,0.85502646896708645,0.97284389405874949,True,random_replacement,vibration,-0.34466089838520403
train_0000,49,train,high_vibration,313.94479036394182,2.1955068412976027,0.75609556802842914,0.85539916910572689,313.94479036394182,2.1955068412976027,0.75609556802842914,0.85539916910572689,0.97263415431439493,False,none,none,0
train_0000,50,train,high_vibration,313.68786263130551,2.1846359813543392,0.77225381559229089,0.86095269804480823,313.68786263130551,2.1846359813543392,0.77225381559229089,0.86095269804480823,0.97253166830706217,False,none,none,0
train_0000,51,train,high_vibration,313.08299535344969,2.1837561057673911,0.77662326546738225,0.85344286299372274,313.08299535344969,2.1837561057673911,0.77662326546738225,0.85344286299372274,0.97211471373646718,False,none,none,0
train_0000,52,train,high_vibration,312.98575016774652,2.1687151652352989,0.77484804924232509,0.85629312593658213,312.98575016774652,2.1687151652352989,0.77484804924232509,0.85629312593658213,0.97168709985461854,False,none,none,0
train_0000,53,train,high_vibration,313.17165757869247,2.154070624197606,0.82025319488925885,0.86162048412155423,313.17165757869247,2.154070624197606,0.82025319488925885,0.86162048412155423,0.9712719044587006,False,none,none,0
train_0000,54,train,high_vibration,312.86601345007,2.1643276001671459,0.80591910091985486,0.86445033189421483,312.86601345007,2.1643276001671459,0.80591910091985486,0.86445033189421483,0.97104815334056471,False,none,none,0
train_0000,55,train,high_vibration,312.76085131011132,2.1606057951542481,0.80481125751474525,0.8622574057037814,312.76085131011132,2.1606057951542481,0.80481125751474525,0.8622574057037814,0.97097282376203964,False,none,none,0
train_0000,56,train,high_vibration,313.71027982258943,2.1745166207177862,0.7978732727839114,0.86216289928918388,313.71027982258943,2.1745166207177862,0.7978732727839114,0.86216289928918388,0.97064643890617353,False,none,none,0
train_0000,57,train,high_vibration,314.52216053759645,2.1682955712621346,0.80169728499409187,0.85425195281154442,314.52216053759645,2.1682955712621346,0.80169728499409187,0.85425195281154442,0.97001192828407523,False,none,none,0
train_0000,58,train,high_vibration,313.99478272687787,2.1885888717187396,0.78877192722453082,0.85144898695432847,313.99478272687787,2.1885888717187396,0.78877192722453082,0.85144898695432847,0.96949573530493571,False,none,none,0
train_0000,59,train,high_vibration,314.81572819878664,2.2057326984643773,0.76021265453093889,0.85179488805188741,314.81572819878664,2.2057326984643773,0.76021265453093889,0.85179488805188741,0.96911470962198776,False,none,none,0
train_0000,60,train,high_vibration,315.03649416963259,2.199919326777227,0.77895076096479232,0.85045022755467825,315.03649416963259,2.199919326777227,0.77895076096479232,0.85045022755467825,0.96878354268516154,False,none,none,0
train_0000,61,train,high_vibration,315.20386838278881,2.2073532854221471,0.79525665929824241,0.85254238126118453,315.20386838278881,2.2073532854221471,0.79525665929824241,0.85254238126118453,0.96846910421219112,False,none,none,0
train_0000,62,train,high_vibration,314.61020744182315,2.2210563953992928,0.78548752242751918,0.85009880622228529,314.61020744182315,2.2210563953992928,0.78548752242751918,0.85009880622228529,0.96821165520278651,False,none,none,0
train_0000,63,train,high_vibration,313.7457125272108,2.1803889358617421,0.83721393755744211,0.85697088287421053,313.7457125272108,2.1803889358617421,0.83721393755744211,0.85697088287421053,0.96790470852146371,False,none,none,0
train_0000,64,train,high_vibration,313.20852445759368,2.1597267118166754,0.84795939909081974,0.86095634193532655,313.20852445759368,2.1597267118166754,0.84795939909081974,0.86095634193532655,0.96778908458490021,False,none,none,0
train_0000,65,train,high_vibration,312.4825570866862,2.1470149260236022,0.90684939552773192,0.86595172723810943,312.4825570866862,2.1470149260236022,0.90684939552773192,0.86595172723810943,0.96741089619936615,False,none,none,0
train_0000,66,train,high_vibration,311.91935102557733,2.1376553202116808,0.92211441655380777,0.86792634128387924,311.91935102557733,2.1376553202116808,0.92211441655380777,0.86792634128387924,0.96698415121701009,False,none,none,0
train_0000,67,train,high_vibration,312.63058621259603,2.1461381686390926,0.88892316036538555,0.85815497190566992,312.63058621259603,2.5775091953191875,0.88892316036538555,0.85815497190566992,0.96675324250199435,True,spike,pressure,0.43137102668009497
train_0000,68,train,high_vibration,311.99266026771795,2.1473176665369178,0.91032768522174801,0.85833058980538435,311.99266026771795,2.1473176665369178,0.91032768522174801,0.85833058980538435,0.96623177308537755,False,none,none,0
train_0000,69,train,high_vibration,312.33980435620492,2.1389956720401195,0.87836164186172505,0.86604164403076833,312.33980435620492,2.1389956720401195,0.87836164186172505,0.86604164403076833,0.96599161215134799,False,none,none,0
train_0000,70,train,high_vibration,313.56441362961044,2.1690783633161073,0.858190603682219,0.85961792344939703,313.56441362961044,2.1690783633161073,0.858190603682219,0.85961792344939703,0.96571956855425534,False,none,none,0
train_0000,71,train,high_vibration,313.64289441329123,2.1695376292657995,0.87151247641429741,0.85432376300217816,313.64289441329123,2.1695376292657995,0.87151247641429741,0.85432376300217816,0.96541708546947891,False,none,none,0
train_0000,72,train,high_vibration,314.16211158248882,2.1842969984717153,0.84096603834421446,0.84823460082908919,314.16211158248882,2.1842969984717153,0.84096603834421446,0.84823460082908919,0.96537029751880632,False,none,none,0
train_0000,73,train,high_vibration,313.88426006554118,2.1727128380265297,0.87851499313796821,0.85610585397454586,313.88426006554118,2.1727128380265297,0.87851499313796821,0.85610585397454586,0.96499998018983524,False,none,none,0
train_0000,74,train,high_vibration,314.02581697625948,2.1771983417154464,0.89260103651753264,0.85817185415514585,314.02581697625948,2.1771983417154464,0.89260103651753264,0.85817185415514585,0.96502154466781553,False,none,none,0
train_0000,75,train,high_vibration,313.27545747474545,2.1702070897890011,0.86890077500406837,0.86335468095383794,313.27545747474545,2.1702070897890011,0.86890077500406837,0.86335468095383794,0.9646953195876502,False,none,none,0
train_0000,76,train,high_vibration,313.24526293346634,2.175257142966978,0.87255988764875059,0.86064582509968679,313.24526293346634,2.175257142966978,0.87255988764875059,0.86064582509968679,0.9642196518496533,False,none,none,0
train_0000,77,train,high_vibration,313.91218073650037,2.1732651914563594,0.85915047056757554,0.85437502080840244,313.91218073650037,2.2223575704386564,0.85915047056757554,0.85437502080840244,0.96394474382612538,True,random_replacement,pressure,0.049092378982297014
train_0000,78,train,high_vibration,312.75232345317897,2.1526379924470582,0.90633756172630442,0.85952439177254236,312.75232345317897,2.1526379924470582,0.90633756172630442,0.85952439177254236,0.96350260438137891,False,none,none,0
train_0000,79,train,high_vibration,313.02484469306143,2.155249240904682,0.85348474613489678,0.8593650127261816,313.02484469306143,2.155249240904682,0.85348474613489678,0.8593650127261816,0.96309262285760266,False,none,none,0
train_0000,80,train,high_vibration,313.54565679748947,2.1756210844327297,0.85757619084117787,0.85724287276014377,313.54565679748947,2.1756210844327297,0.85757619084117787,0.85724287276014377,0.96287345819145775,False,none,none,0
train_0000,81,train,high_vibration,313.0799618027454,2.1599944447138921,0.88145624411566126,0.85758121291723399,313.0799618027454,2.1599944447138921,0.88145624411566126,0.85758121291723399,0.96267664383796092,False,none,none,0
train_0000,82,train,high_vibration,312.67866157524492,2.1177073327806069,0.86234741631642686,0.87063492980633983,312.67866157524492,2.1177073327806069,0.86234741631642686,0.87063492980633983,0.96229480899748232,False,none,none,0
train_0000,83,train,high_vibration,312.73343059191717,2.1457437091416898,0.85446375708597821,0.86907710999908849,312.73343059191717,2.1457437091416898,0.85446375708597821,0.86907710999908849,0.96216109817352846,False,none,none,0
train_0000,84,train,high_vibration,312.17039894675258,2.1256702621604613,0.86605167308692099,0.86906312114537732,339.48190653164914,2.1256702621604613,0.86605167308692099,0.86906312114537732,0.96205566202225157,True,spike,temperature,27.31150758489656
train_0000,85,train,high_vibration,312.16610596760762,2.1352110823132495,0.849379024328759,0.86247976067079357,312.16610596760762,2.1352110823132495,0.849379024328759,0.86247976067079357,0.9619879892001556,False,none,none,0
train_0000,86,train,high_vibration,312.18243273087518,2.1344144743229734,0.8554339377729101,0.86647257955390744,312.18243273087518,2.1344144743229734,0.8554339377729101,0.86647257955390744,0.96179011855270935,False,none,none,0
train_0000,87,train,high_vibration,313.96245905690421,2.1748442764509535,0.80521754873720208,0.85936962409162432,313.96245905690421,2.1748442764509535,0.80521754873720208,0.85936962409162432,0.96171523098130174,False,none,none,0
train_0000,88,train,high_vibration,313.53574206752933,2.1778528797895005,0.78070903894530019,0.86007729303288605,313.53574206752933,2.1778528797895005,0.78070903894530019,0.86007729303288605,0.96117128507504757,False,none,none,0
train_0000,89,train,high_vibration,312.85654362757572,2.1507796003136228,0.82477502141619452,0.86628144693111597,312.85654362757572,2.1507796003136228,0.82477502141619452,0.86628144693111597,0.96087035092912243,False,none,none,0
train_0000,90,train,high_vibration,312.47496666775754,2.1605108406612352,0.80101514082212344,0.86387681167876884,312.47496666775754,2.1605108406612352,0.80101514082212344,0.86387681167876884,0.96047162888317827,False,none,none,0
train_0000,91,train,high_vibration,313.3355798946431,2.1668857263472079,0.8126583745935958,0.86315781576589734,313.3355798946431,2.1668857263472079,0.8126583745935958,0.86315781576589734,0.9602291574630597,False,none,none,0
train_0000,92,train,high_vibration,314.20363217179352,2.2048833259837384,0.75569570423520338,0.85749677503108035,314.20363217179352,2.2048833259837384,0.75569570423520338,0.85749677503108035,0.95987900964907236,False,none,none,0
train_0000,93,train,high_vibration,314.35769878569744,2.2083912651843165,0.76349417099400418,0.85378884104447883,314.35769878569744,2.2083912651843165,0.76349417099400418,0.85378884104447883,0.95960837164480162,False,none,none,0
train_0000,94,train,high_vibration,314.69129054080338,2.2047464902822975,0.78305493214671762,0.84755801565514688,314.69129054080338,2.2047464902822975,0.78305493214671762,0.84755801565514688,0.9596413771006882,False,none,none,0
train_0000,95,train,high_vibration,315.82700900357997,2.2542595252412183,0.81487686369668511,0.84696744523492284,315.82700900357997,2.2542595252412183,0.81487686369668511,0.84696744523492284,0.95935700030588589,False,none,none,0
train_0000,96,train,high_vibration,314.79209651093959,2.2130933462287241,0.78112244397273656,0.85083686854328977,314.79209651093959,2.2130933462287241,0.78112244397273656,0.85083686854328977,0.95912334340265892,False,none,none,0
train_0000,97,train,high_vibration,314.20417300780434,2.2093196741190022,0.74017576675376495,0.85181106824409369,314.20417300780434,2.2093196741190022,0.74017576675376495,0.85181106824409369,0.95883183681122264,False,none,none,0
train_0000,98,train,high_vibration,313.60301148011968,2.1836065896252741,0.77722088719072624,0.86279577424264497,313.60301148011968,2.1836065896252741,0.77722088719072624,0.86279577424264497,0.95860180236752257,False,none,none,0
train_0000,99,train,high_vibration,313.3646168907498,2.1732456155672577,0.76649502629983091,0.8639939527148518,313.3646168907498,2.1732456155672577,0.76649502629983091,0.8639939527148518,0.95835067755907122,False,none,none,0
train_0000,100,train,high_vibration,312.60153191240482,2.1505432958158375,0.81096979186016949,0.86781677524383005,312.60153191240482,2.1505432958158375,0.81096979186016949,0.86781677524383005,0.95816965290976219,False,none,none,0
train_0000,101,train,high_vibration,313.57290610526053,2.1827942767010788,0.77508127682791117,0.86142302648328306,313.57290610526053,2.1827942767010788,0.77508127682791117,0.86142302648328306,0.95808060961294328,False,none,none,0
train_0000,102,train,high_vibration,312.56633291318497,2.1836851900357934,0.80178697932186582,0.86406212292963303,312.56633291318497,2.1836851900357934,0.80178697932186582,0.86406212292963303,0.95807644026569405,False,none,none,0
train_0000,103,train,high_vibration,312.28790982262569,2.1410812413636844,0.818067790562372,0.86540287850894249,312.28790982262569,2.1410812413636844,0.818067790562372,0.86540287850894249,0.95786225783521783,False,none,none,0
train_0000,104,train,high_vibration,311.93703088483352,2.1276630062636692,0.83181563758122279,0.86829686971926812,311.93703088483352,2.1276630062636692,-0.17661400746540978,0.86829686971926812,0.95768436614142627,True,spike,vibration,-1.0084296450466326
train_0000,105,train,high_vibration,312.5024205783514,2.1510661190794003,0.84546584799282187,0.86196574148518668,312.5024205783514,2.1510661190794003,0.84546584799282187,0.86196574148518668,0.95724060099189501,False,none,none,0
train_0000,106,train,high_vibration,313.21287396950532,2.1621952524652714,0.81941608805074617,0.86069487028846603,313.21287396950532,2.1621952524652714,0.81941608805074617,0.86069487028846603,0.95695150643373517,False,none,none,0
train_0000,107,train,high_vibration,314.5045359022493,2.2213524807602494,0.77132019616258818,0.85062673019289015,314.5045359022493,2.2213524807602494,0.77132019616258818,0.85062673019289015,0.95682575422264993,False,none,none,0
train_0000,108,train,high_vibration,317.19122602698803,2.2843239657740004,0.86194501474588414,0.83505834546768654,317.19122602698803,2.2843239657740004,0.86194501474588414,0.83505834546768654,0.95670034932956549,False,none,none,0
train_0000,109,train,high_vibration,317.77996712998572,2.2940150878915211,0.84621599314102347,0.83672901029694235,317.77996712998572,2.2940150878915211,0.84621599314102347,0.83672901029694235,0.95637404817067684,False,none,none,0
train_0000,110,train,high_vibration,316.20194189044526,2.2612088094002214,0.82826105193546773,0.84076596239971957,316.20194189044526,2.2612088094002214,0.82826105193546773,0.84076596239971957,0.95614572190353542,False,none,none,0
train_0000,111,train,high_vibration,315.2994723530818,2.2089551266979144,0.79915911996395228,0.85367785224712489,315.2994723530818,2.2089551266979144,0.79915911996395228,0.85367785224712489,0.95590226315459992,False,none,none,0
train_0000,112,train,high_vibration,315.31615121788212,2.2144077932869051,0.78513400809067502,0.84955161943276647,315.31615121788212,2.2144077932869051,0.78513400809067502,0.84955161943276647,0.95581587253438072,False,none,none,0
train_0000,113,train,high_vibration,314.91151024342332,2.2073697058680013,0.81846120512638232,0.84985272368639808,314.91151024342332,2.2073697058680013,0.81846120512638232,0.84985272368639808,0.95559546271765172,False,none,none,0
train_0000,114,train,high_vibration,314.50939888430264,2.2076743404143908,0.8164276770267519,0.8512017140279996,314.50939888430264,2.2076743404143908,0.8164276770267519,0.8512017140279996,0.95527358320758438,False,none,none,0
train_0000,115,train,high_vibration,314.40509520452378,2.2000994622925032,0.83125998564163472,0.85217814231531119,314.40509520452378,2.2000994622925032,0.83125998564163472,0.85217814231531119,0.95505629112406143,False,none,none,0
train_0000,116,train,high_vibration,314.8795408768234,2.2197634970301325,0.85454127653498502,0.85111844562986883,314.8795408768234,2.2197634970301325,0.85454127653498502,0.85111844562986883,0.95434573610713591,False,none,none,0
train_0000,117,train,high_vibration,315.60448039666846,2.240590374436636,0.80130990411644332,0.84383416368776321,315.60448039666846,2.240590374436636,0.80130990411644332,0.84383416368776321,0.95411913864654896,False,none,none,0
train_0000,118,train,high_vibration,316.07304552416167,2.2294656210861636,0.78172861072407962,0.84511010812946674,316.07304552416167,2.2294656210861636,0.78172861072407962,0.84511010812946674,0.95328295470229851,False,none,none,0
train_0000,119,train,high_vibration,315.86686353872904,2.2378085132629946,0.83363505383626824,0.84396752698933075,315.86686353872904,2.2378085132629946,0.83363505383626824,0.84396752698933075,0.95274003325149459,False,none,none,0
train_0000,120,train,high_vibration,314.9884732938371,2.2105383885870524,0.86676984612700103,0.84654863251530543,314.9884732938371,2.2105383885870524,0.86676984612700103,0.84654863251530543,0.95250452248188044,False,none,none,0
train_0000,121,train,high_vibration,314.21110989619979,2.1778103846167505,0.86481161769633597,0.85708770573754711,314.21110989619979,2.1778103846167505,0.86481161769633597,0.85708770573754711,0.95228497078795227,False,none,none,0
train_0000,122,train,high_vibration,313.69229623009466,2.175736772372757,0.85119972970372226,0.8578789762468495,313.69229623009466,2.175736772372757,0.85119972970372226,0.8578789762468495,0.95182792240473757,False,none,none,0
train_0000,123,train,high_vibration,313.90096920018186,2.1827070345272657,0.8653190879653786,0.85185297024069739,313.90096920018186,2.1827070345272657,0.8653190879653786,0.85185297024069739,0.95144318719305943,False,none,none,0
train_0000,124,train,high_vibration,314.99032680365769,2.2170508131616433,0.82090087638461984,0.84845311562750159,314.99032680365769,2.2170508131616433,0.82090087638461984,0.84845311562750159,0.95136590666056375,False,none,none,0
train_0000,125,train,high_vibration,315.16920703028865,2.2311403042965199,0.81573915560032018,0.85082868447729487,315.16920703028865,2.2311403042965199,0.81573915560032018,0.85082868447729487,0.9510194038042441,False,none,none,0
train_0000,126,train,high_vibration,315.64315081688375,2.2340188907691445,0.78979374007522096,0.84737636424150808,315.64315081688375,2.2340188907691445,0.78979374007522096,0.84737636424150808,0.95108000996511599,False,none,none,0
train_0000,127,train,high_vibration,315.61392316610988,2.2296638126700468,0.80906846384188646,0.84989379337636217,315.61392316610988,2.2296638126700468,0.80906846384188646,0.84989379337636217,0.95080120673952995,False,none,none,0
train_0000,128,train,high_vibration,314.15671337477136,2.2226946656857591,0.83079207772895913,0.85261745060111627,314.15671337477136,2.2226946656857591,0.83079207772895913,0.85261745060111627,0.95058245409312292,False,none,none,0
train_0000,129,train,high_vibration,313.94414693894754,2.1825139839463343,0.82198158238213437,0.85442695880055353,313.94414693894754,2.1825139839463343,0.82198158238213437,0.85442695880055353,0.95054853435927111,False,none,none,0
train_0000,130,train,high_vibration,313.20895354429939,2.1774695035438421,0.85690967877131075,0.85668575577376727,313.20895354429939,2.1774695035438421,0.85690967877131075,0.85668575577376727,0.95030049487286639,False,none,none,0
train_0000,131,train,high_vibration,315.09670218045625,2.2143322278253645,0.8191860741606416,0.85178793158472277,315.09670218045625,2.2143322278253645,0.8191860741606416,0.85178793158472277,0.94987022488819284,False,none,none,0
train_0000,132,train,high_vibration,314.32243172298809,2.1981246758453192,0.81023028513394513,0.85572243748244703,314.32243172298809,2.1981246758453192,0.81023028513394513,0.85572243748244703,0.94958201705481926,False,none,none,0
train_0000,133,train,high_vibration,315.13531942399396,2.2100173624430433,0.78058883956025549,0.85509306103015703,315.13531942399396,2.2100173624430433,0.78058883956025549,0.85509306103015703,0.94931309484459381,False,none,none,0
