scenario,method,temporal,view,onset_phase,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count,delay_fraction_capped_mean,delay_fraction_capped_std,delay_fraction_capped_count
count1,regime_marginal,point,clean,steady,0.1,0.09128709291752769,5,0.1,0.09128709291752769,5,0.0,0.0,5,5.583333333333333,3.1666666666666665,4,11.416666666666668,0.46398036356916794,5,1.0,0.0,5,0.0,0.0,5,0.951388888888889,0.0386650302974307,5
count1,regime_marginal,point,observed,steady,0.4333333333333333,0.10865337342004419,5,0.4333333333333333,0.10865337342004419,5,0.0,0.0,5,5.403333333333333,1.9280963553607882,5,9.2,0.8070866675202166,5,1.0,0.0,5,0.0,0.0,5,0.7666666666666667,0.0672572222933514,5
count3,regime_conditional,cusum,clean,steady,0.0611111111111111,0.03621779114001471,5,0.05,0.030429030972509225,5,0.016666666666666666,0.015214515486254614,5,6.125,1.6520189667999174,4,11.7,0.21819263207395043,5,1.0,0.0,5,0.0,0.0,5,0.975,0.018182719339495838,5
count3,regime_conditional,cusum,observed,steady,0.6444444444444445,0.12789849370245931,5,0.6333333333333333,0.12638125740085918,5,0.02777777777777778,0.019641855032959652,5,5.927149758454107,0.3425726117271849,5,8.133333333333333,0.957709136493673,5,1.0,0.0,5,0.0,0.0,5,0.6777777777777778,0.0798090947078061,5
count3,regime_conditional,ewma,clean,steady,0.10555555555555556,0.05343162239353152,5,0.10555555555555556,0.05343162239353152,5,0.0,0.0,5,5.90952380952381,2.389057632599533,5,11.36111111111111,0.37628381067066863,5,1.0,0.0,5,0.0,0.0,5,0.9467592592592593,0.031356984222555735,5
count3,regime_conditional,ewma,observed,steady,0.7555555555555555,0.09501461875826149,5,0.7555555555555555,0.09501461875826149,5,0.0,0.0,5,4.895402173913044,0.4399097964795892,5,6.622222222222223,0.8178185376315622,5,1.0,0.0,5,0.0,0.0,5,0.5518518518518519,0.0681515448026302,5
count3,regime_conditional,point,clean,steady,0.2,0.04969039949999532,5,0.2,0.04969039949999532,5,0.0,0.0,5,6.925714285714285,1.6253853546222223,5,10.927777777777779,0.6357410374253545,5,1.0,0.0,5,0.0,0.0,5,0.9106481481481481,0.05297841978544627,5
count3,regime_conditional,point,observed,steady,0.5833333333333333,0.08098544298396246,5,0.5833333333333333,0.08098544298396246,5,0.0,0.0,5,4.5045730898974945,0.6523045491453701,5,7.627777777777777,0.7094490124276499,5,1.0,0.0,5,0.0,0.0,5,0.6356481481481482,0.059120751035637464,5
count3,regime_marginal,cusum,clean,steady,0.05,0.023240556292613207,5,0.02777777777777778,0.027777777777777776,5,0.02222222222222222,0.01242259987499883,5,5.5,1.3228756555322954,3,11.811111111111112,0.20355634400623634,5,1.0,0.0,5,0.0,0.0,5,0.9842592592592594,0.01696302866718636,5
count3,regime_marginal,cusum,observed,steady,0.2,0.07453559924999299,5,0.18333333333333332,0.06394924685122966,5,0.016666666666666666,0.015214515486254614,5,6.829761904761905,1.5658699486691494,5,11.127777777777776,0.174138089096194,5,1.0,0.0,5,0.0,0.0,5,0.9273148148148149,0.014511507424682876,5
count3,regime_marginal,ewma,clean,steady,0.05555555555555556,0.034020690871988585,5,0.05555555555555556,0.034020690871988585,5,0.0,0.0,5,6.291666666666667,1.3359349618234497,4,11.694444444444445,0.17568209223157694,5,1.0,0.0,5,0.0,0.0,5,0.974537037037037,0.01464017435263139,5
count3,regime_marginal,ewma,observed,steady,0.3888888888888889,0.07607257743127306,5,0.3888888888888889,0.07607257743127306,5,0.0,0.0,5,6.124049773755656,0.7692598627050772,5,9.716666666666665,0.5563882648246351,5,1.0,0.0,5,0.0,0.0,5,0.8097222222222223,0.046365688735386254,5
count3,regime_marginal,point,clean,steady,0.12777777777777777,0.042127085800286394,5,0.12777777777777777,0.042127085800286394,5,0.005555555555555555,0.01242259987499883,5,5.173333333333334,1.583842023547663,5,11.166666666666668,0.24689428936987676,5,1.0,0.0,5,0.0,0.0,5,0.9305555555555556,0.02057452411415647,5
count3,regime_marginal,point,observed,steady,0.4444444444444445,0.06804138174397718,5,0.4444444444444445,0.06804138174397718,5,0.005555555555555555,0.01242259987499883,5,4.984050624298303,1.0594787649677564,5,8.86111111111111,0.7500000000000001,5,1.0,0.0,5,0.0,0.0,5,0.7384259259259259,0.06250000000000001,5
duration24,regime_conditional,cusum,clean,steady,0.06666666666666667,0.037267799624996496,5,0.05833333333333333,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,10.1,5.504543577809154,5,23.158333333333335,0.5097997973060927,5,1.0,0.0,5,0.0,0.0,5,0.9649305555555555,0.021241658221087215,5
duration24,regime_conditional,cusum,observed,steady,0.8916666666666666,0.06319062870042963,5,0.8666666666666666,0.11562030771259678,5,0.03333333333333333,0.054326686710022075,5,8.847964897421418,1.0439469577869849,5,10.866666666666667,2.0147890708458784,5,1.0,0.0,5,0.0,0.0,5,0.4527777777777778,0.08394954461857829,5
duration24,regime_conditional,ewma,clean,steady,0.16666666666666666,0.08333333333333334,5,0.16666666666666666,0.08333333333333334,5,0.0,0.0,5,10.033333333333333,4.792065200817794,5,21.641666666666666,1.3393743356922696,5,1.0,0.0,5,0.0,0.0,5,0.9017361111111111,0.05580726398717795,5
duration24,regime_conditional,ewma,observed,steady,0.9083333333333334,0.08014743359029729,5,0.9083333333333334,0.08014743359029729,5,0.0,0.0,5,6.706396921156646,1.2371611579933255,5,8.308333333333334,1.5870570248103884,5,1.0,0.0,5,0.0,0.0,5,0.34618055555555555,0.06612737603376619,5
duration24,regime_conditional,point,clean,steady,0.275,0.047507309379130745,5,0.275,0.047507309379130745,5,0.0,0.0,5,10.928333333333333,1.9415021389520941,5,20.416666666666668,0.6909634979907074,5,1.0,0.0,5,0.0,0.0,5,0.8506944444444444,0.02879014574961276,5
duration24,regime_conditional,point,observed,steady,0.825,0.09947780321927771,5,0.825,0.09947780321927771,5,0.0,0.0,5,7.295536881419234,0.9499045778411105,5,10.225,1.782096533736474,5,1.0,0.0,5,0.0,0.0,5,0.4260416666666667,0.07425402223901974,5
duration24,regime_marginal,cusum,clean,steady,0.049999999999999996,0.018633899812498245,5,0.025,0.02282177322938192,5,0.025,0.02282177322938192,5,9.666666666666666,7.371114795831994,3,23.64166666666667,0.39264063297965757,5,1.0,0.0,5,0.0,0.0,5,0.9850694444444444,0.01636002637415241,5
duration24,regime_marginal,cusum,observed,steady,0.4583333333333333,0.14129854131510974,5,0.425,0.14848774734337883,5,0.041666666666666664,0.02946278254943948,5,13.58927960927961,1.354132924415965,5,19.475,1.777218879160484,5,1.0,0.0,5,0.0,0.0,5,0.8114583333333334,0.07405078663168685,5
duration24,regime_marginal,ewma,clean,steady,0.09166666666666666,0.054326686710022075,5,0.09166666666666666,0.054326686710022075,5,0.0,0.0,5,10.041666666666668,4.989572459974235,4,22.758333333333333,0.8161775746327108,5,1.0,0.0,5,0.0,0.0,5,0.9482638888888889,0.03400739894302962,5
duration24,regime_marginal,ewma,observed,steady,0.6583333333333333,0.09947780321927767,5,0.6583333333333333,0.09947780321927767,5,0.0,0.0,5,9.979773670601844,1.4744141657220484,5,14.716666666666669,1.987023877282025,5,1.0,0.0,5,0.0,0.0,5,0.6131944444444445,0.08279266155341769,5
duration24,regime_marginal,point,clean,steady,0.21666666666666665,0.09033118078616166,5,0.21666666666666665,0.09033118078616166,5,0.0,0.0,5,11.133333333333335,1.630439613519413,5,21.233333333333334,1.1143788753282167,5,1.0,0.0,5,0.0,0.0,5,0.8847222222222222,0.04643245313867565,5
duration24,regime_marginal,point,observed,steady,0.625,0.0931694990624912,5,0.625,0.0931694990624912,5,0.0,0.0,5,7.187896825396825,1.5686521614078581,5,13.458333333333334,1.9871549316100703,5,1.0,0.0,5,0.0,0.0,5,0.560763888888889,0.0827981221504196,5
duration4,regime_conditional,cusum,clean,steady,0.016666666666666666,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,0.016666666666666666,0.02282177322938192,5,1.0,,1,3.975,0.055901699437494706,5,1.0,0.0,5,0.0,0.0,5,0.99375,0.013975424859373677,5
duration4,regime_conditional,cusum,observed,steady,0.14166666666666666,0.05590169943749474,5,0.125,0.041666666666666664,5,0.016666666666666666,0.02282177322938192,5,1.95,0.6224949798994366,5,3.7583333333333337,0.06180165405913068,5,1.0,0.0,5,0.0,0.0,5,0.9395833333333334,0.01545041351478267,5
duration4,regime_conditional,ewma,clean,steady,0.024999999999999998,0.03726779962499649,5,0.024999999999999998,0.03726779962499649,5,0.0,0.0,5,2.0,1.4142135623730951,2,3.9416666666666673,0.1086533734200442,5,1.0,0.0,5,0.0,0.0,5,0.9854166666666668,0.02716334335501105,5
duration4,regime_conditional,ewma,observed,steady,0.24166666666666664,0.061801654059130524,5,0.24166666666666664,0.061801654059130524,5,0.0,0.0,5,2.0816666666666666,0.20919820479365717,5,3.5416666666666665,0.09771699499632133,5,1.0,0.0,5,0.0,0.0,5,0.8854166666666666,0.024429248749080333,5
duration4,regime_conditional,point,clean,steady,0.025,0.03726779962499649,5,0.025,0.03726779962499649,5,0.0,0.0,5,1.5,0.7071067811865476,2,3.9416666666666673,0.08122328620674123,5,1.0,0.0,5,0.0,0.0,5,0.9854166666666668,0.020305821551685307,5
duration4,regime_conditional,point,observed,steady,0.25,0.06588078458684124,5,0.25,0.06588078458684124,5,0.0,0.0,5,1.1711904761904761,0.576536200883956,5,3.3083333333333336,0.1682219103182196,5,1.0,0.0,5,0.0,0.0,5,0.8270833333333334,0.0420554775795549,5
duration4,regime_marginal,cusum,clean,steady,0.025,0.02282177322938192,5,0.0,0.0,5,0.025,0.02282177322938192,5,,,0,4.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
duration4,regime_marginal,cusum,observed,steady,0.041666666666666664,0.0,5,0.016666666666666666,0.02282177322938192,5,0.025,0.02282177322938192,5,2.0,0.0,2,3.9666666666666663,0.04564354645876399,5,1.0,0.0,5,0.0,0.0,5,0.9916666666666666,0.011410886614690998,5
duration4,regime_marginal,ewma,clean,steady,0.008333333333333333,0.018633899812498245,5,0.008333333333333333,0.018633899812498245,5,0.0,0.0,5,0.0,,1,3.9666666666666663,0.07453559924999291,5,1.0,0.0,5,0.0,0.0,5,0.9916666666666666,0.018633899812498227,5
duration4,regime_marginal,ewma,observed,steady,0.075,0.018633899812498245,5,0.075,0.018633899812498245,5,0.0,0.0,5,2.1,1.2449899597988732,5,3.875,0.04166666666666652,5,1.0,0.0,5,0.0,0.0,5,0.96875,0.01041666666666663,5
duration4,regime_marginal,point,clean,steady,0.025,0.02282177322938192,5,0.025,0.02282177322938192,5,0.0,0.0,5,2.3333333333333335,1.1547005383792517,3,3.9583333333333335,0.05103103630798296,5,1.0,0.0,5,0.0,0.0,5,0.9895833333333334,0.01275775907699574,5
duration4,regime_marginal,point,observed,steady,0.175,0.061801654059130524,5,0.175,0.061801654059130524,5,0.0,0.0,5,0.8533333333333333,0.5927103470967547,5,3.475,0.13372338779901016,5,1.0,0.0,5,0.0,0.0,5,0.86875,0.03343084694975254,5
magnitude2,regime_conditional,cusum,clean,steady,0.049999999999999996,0.03486083443891982,5,0.041666666666666664,0.02946278254943948,5,0.016666666666666666,0.02282177322938192,5,7.75,2.5,4,11.8,0.2308649196199184,5,1.0,0.0,5,0.0,0.0,5,0.9833333333333334,0.01923874330165984,5
magnitude2,regime_conditional,cusum,observed,steady,0.975,0.02282177322938192,5,0.9416666666666667,0.04750730937913076,5,0.03333333333333333,0.054326686710022075,5,3.439097496706192,0.7915733902966146,5,3.925,0.9580615556656286,5,1.0,0.0,5,0.0,0.0,5,0.3270833333333333,0.0798384629721357,5
magnitude2,regime_conditional,ewma,clean,steady,0.10833333333333332,0.0756912588524373,5,0.10833333333333332,0.0756912588524373,5,0.0,0.0,5,6.0,2.943920288775949,4,11.341666666666667,0.5639641438562875,5,1.0,0.0,5,0.0,0.0,5,0.945138888888889,0.04699701198802394,5
magnitude2,regime_conditional,ewma,observed,steady,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,2.191666666666667,0.38028680697015443,5,2.191666666666667,0.38028680697015443,5,1.0,0.0,5,0.0,0.0,5,0.18263888888888888,0.03169056724751287,5
magnitude2,regime_conditional,point,clean,steady,0.175,0.061801654059130524,5,0.175,0.061801654059130524,5,0.0,0.0,5,7.453333333333333,1.6914162376212691,5,11.2,0.369637585270282,5,1.0,0.0,5,0.0,0.0,5,0.9333333333333333,0.030803132105856747,5
magnitude2,regime_conditional,point,observed,steady,0.9833333333333334,0.0228217732293819,5,0.9833333333333334,0.0228217732293819,5,0.0,0.0,5,1.6956521739130435,0.4922355145937228,5,1.875,0.31040967553648613,5,1.0,0.0,5,0.0,0.0,5,0.15625,0.025867472961373848,5
magnitude2,regime_marginal,cusum,clean,steady,0.041666666666666664,0.0,5,0.016666666666666666,0.02282177322938192,5,0.025,0.02282177322938192,5,5.5,2.1213203435596424,2,11.891666666666666,0.15478479684172286,5,1.0,0.0,5,0.0,0.0,5,0.9909722222222221,0.012898733070143576,5
magnitude2,regime_marginal,cusum,observed,steady,0.6583333333333334,0.19184774055368894,5,0.625,0.20198666072568036,5,0.041666666666666664,0.02946278254943948,5,7.083892876129719,0.5287325369741586,5,8.883333333333333,1.139337648714277,5,1.0,0.0,5,0.0,0.0,5,0.7402777777777778,0.09494480405952307,5
magnitude2,regime_marginal,ewma,clean,steady,0.05833333333333333,0.037267799624996496,5,0.05833333333333333,0.037267799624996496,5,0.0,0.0,5,7.125,2.719528145346787,4,11.683333333333334,0.277326021538229,5,1.0,0.0,5,0.0,0.0,5,0.9736111111111111,0.023110501794852422,5
magnitude2,regime_marginal,ewma,observed,steady,0.875,0.08838834764831845,5,0.875,0.08838834764831845,5,0.0,0.0,5,4.264524948735476,0.4367274492069927,5,5.225,0.83624491362014,5,1.0,0.0,5,0.0,0.0,5,0.4354166666666667,0.06968707613501164,5
magnitude2,regime_marginal,point,clean,steady,0.11666666666666665,0.07453559924999299,5,0.11666666666666665,0.07453559924999299,5,0.0,0.0,5,6.326666666666666,0.9220749547744057,5,11.375,0.3435921354681384,5,1.0,0.0,5,0.0,0.0,5,0.9479166666666666,0.02863267795567818,5
magnitude2,regime_marginal,point,observed,steady,0.9083333333333334,0.09033118078616167,5,0.9083333333333334,0.09033118078616167,5,0.0,0.0,5,2.545099160945843,0.7750926104574841,5,3.45,0.6464378890848249,5,1.0,0.0,5,0.0,0.0,5,0.2875,0.05386982409040208,5
magnitude4,regime_conditional,cusum,clean,steady,0.049999999999999996,0.03486083443891982,5,0.041666666666666664,0.02946278254943948,5,0.016666666666666666,0.02282177322938192,5,7.75,2.5,4,11.8,0.2308649196199184,5,1.0,0.0,5,0.0,0.0,5,0.9833333333333334,0.01923874330165984,5
magnitude4,regime_conditional,cusum,observed,steady,1.0,0.0,5,0.8833333333333334,0.1394433377556793,5,0.14166666666666666,0.14312970031098057,5,1.278409090909091,0.18636787073287595,5,2.525,1.5510972818549384,5,1.0,0.0,5,0.0,0.0,5,0.21041666666666664,0.12925810682124486,5
magnitude4,regime_conditional,ewma,clean,steady,0.10833333333333332,0.0756912588524373,5,0.10833333333333332,0.0756912588524373,5,0.0,0.0,5,6.0,2.943920288775949,4,11.341666666666667,0.5639641438562875,5,1.0,0.0,5,0.0,0.0,5,0.945138888888889,0.04699701198802394,5
magnitude4,regime_conditional,ewma,observed,steady,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.6333333333333334,0.05432668671002208,5,0.6333333333333334,0.05432668671002208,5,1.0,0.0,5,0.0,0.0,5,0.05277777777777777,0.004527223892501838,5
magnitude4,regime_conditional,point,clean,steady,0.175,0.061801654059130524,5,0.175,0.061801654059130524,5,0.0,0.0,5,7.453333333333333,1.6914162376212691,5,11.2,0.369637585270282,5,1.0,0.0,5,0.0,0.0,5,0.9333333333333333,0.030803132105856747,5
magnitude4,regime_conditional,point,observed,steady,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.025,0.03726779962499649,5,0.025,0.03726779962499649,5,1.0,0.0,5,0.0,0.0,5,0.0020833333333333333,0.003105649968749708,5
magnitude4,regime_marginal,cusum,clean,steady,0.041666666666666664,0.0,5,0.016666666666666666,0.02282177322938192,5,0.025,0.02282177322938192,5,5.5,2.1213203435596424,2,11.891666666666666,0.15478479684172286,5,1.0,0.0,5,0.0,0.0,5,0.9909722222222221,0.012898733070143576,5
magnitude4,regime_marginal,cusum,observed,steady,0.9833333333333332,0.03726779962499652,5,0.9083333333333334,0.03486083443891982,5,0.09166666666666666,0.06846531968814577,5,4.190683229813665,0.6993973995805063,5,4.9,0.7641035052050651,5,1.0,0.0,5,0.0,0.0,5,0.4083333333333333,0.0636752921004221,5
magnitude4,regime_marginal,ewma,clean,steady,0.05833333333333333,0.037267799624996496,5,0.05833333333333333,0.037267799624996496,5,0.0,0.0,5,7.125,2.719528145346787,4,11.683333333333334,0.277326021538229,5,1.0,0.0,5,0.0,0.0,5,0.9736111111111111,0.023110501794852422,5
magnitude4,regime_marginal,ewma,observed,steady,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.5,0.2263079269000045,5,1.5,0.2263079269000045,5,1.0,0.0,5,0.0,0.0,5,0.125,0.018858993908333708,5
magnitude4,regime_marginal,point,clean,steady,0.11666666666666665,0.07453559924999299,5,0.11666666666666665,0.07453559924999299,5,0.0,0.0,5,6.326666666666666,0.9220749547744057,5,11.375,0.3435921354681384,5,1.0,0.0,5,0.0,0.0,5,0.9479166666666666,0.02863267795567818,5
magnitude4,regime_marginal,point,observed,steady,1.0,0.0,5,1.0,0.0,5,0.0,0.0,5,0.05833333333333333,0.04750730937913075,5,0.05833333333333333,0.04750730937913075,5,1.0,0.0,5,0.0,0.0,5,0.00486111111111111,0.003958942448260895,5
steady_d12_n2_m1,regime_conditional,cusum,clean,steady,0.049999999999999996,0.03486083443891982,5,0.041666666666666664,0.02946278254943948,5,0.016666666666666666,0.02282177322938192,5,7.75,2.5,4,11.8,0.2308649196199184,5,1.0,0.0,5,0.0,0.0,5,0.9833333333333334,0.01923874330165984,5
steady_d12_n2_m1,regime_conditional,cusum,observed,steady,0.65,0.1003466214899358,5,0.6416666666666667,0.10458250331675943,5,0.025,0.03726779962499649,5,6.101258803116389,0.42738429892562635,5,8.225,0.6254165278702932,5,1.0,0.0,5,0.0,0.0,5,0.6854166666666667,0.052118043989191114,5
steady_d12_n2_m1,regime_conditional,ewma,clean,steady,0.10833333333333332,0.0756912588524373,5,0.10833333333333332,0.0756912588524373,5,0.0,0.0,5,6.0,2.943920288775949,4,11.341666666666667,0.5639641438562875,5,1.0,0.0,5,0.0,0.0,5,0.945138888888889,0.04699701198802394,5
steady_d12_n2_m1,regime_conditional,ewma,observed,steady,0.7666666666666667,0.10865337342004414,5,0.7666666666666667,0.10865337342004414,5,0.0,0.0,5,5.000354808590103,0.5217817535520984,5,6.6416666666666675,0.7595457341215354,5,1.0,0.0,5,0.0,0.0,5,0.5534722222222223,0.0632954778434613,5
steady_d12_n2_m1,regime_conditional,point,clean,steady,0.175,0.061801654059130524,5,0.175,0.061801654059130524,5,0.0,0.0,5,7.453333333333333,1.6914162376212691,5,11.2,0.369637585270282,5,1.0,0.0,5,0.0,0.0,5,0.9333333333333333,0.030803132105856747,5
steady_d12_n2_m1,regime_conditional,point,observed,steady,0.6333333333333333,0.10374916331657277,5,0.6333333333333333,0.10374916331657277,5,0.0,0.0,5,4.724143049932524,0.6509872199937946,5,7.416666666666667,0.6353312784157046,5,1.0,0.0,5,0.0,0.0,5,0.6180555555555556,0.052944273201308754,5
steady_d12_n2_m1,regime_marginal,cusum,clean,steady,0.041666666666666664,0.0,5,0.016666666666666666,0.02282177322938192,5,0.025,0.02282177322938192,5,5.5,2.1213203435596424,2,11.891666666666666,0.15478479684172286,5,1.0,0.0,5,0.0,0.0,5,0.9909722222222221,0.012898733070143576,5
steady_d12_n2_m1,regime_marginal,cusum,observed,steady,0.18333333333333332,0.08640183897219884,5,0.15833333333333335,0.09033118078616166,5,0.025,0.02282177322938192,5,7.425000000000001,0.98784276751583,4,11.283333333333335,0.42430498727003213,5,1.0,0.0,5,0.0,0.0,5,0.9402777777777779,0.035358748939169335,5
steady_d12_n2_m1,regime_marginal,ewma,clean,steady,0.05833333333333333,0.037267799624996496,5,0.05833333333333333,0.037267799624996496,5,0.0,0.0,5,7.125,2.719528145346787,4,11.683333333333334,0.277326021538229,5,1.0,0.0,5,0.0,0.0,5,0.9736111111111111,0.023110501794852422,5
steady_d12_n2_m1,regime_marginal,ewma,observed,steady,0.4083333333333333,0.09033118078616165,5,0.4083333333333333,0.09033118078616165,5,0.0,0.0,5,6.308571428571429,0.7944064656415263,5,9.675,0.6356044804401206,5,1.0,0.0,5,0.0,0.0,5,0.80625,0.052967040036676724,5
steady_d12_n2_m1,regime_marginal,point,clean,steady,0.11666666666666665,0.07453559924999299,5,0.11666666666666665,0.07453559924999299,5,0.0,0.0,5,6.326666666666666,0.9220749547744057,5,11.375,0.3435921354681384,5,1.0,0.0,5,0.0,0.0,5,0.9479166666666666,0.02863267795567818,5
steady_d12_n2_m1,regime_marginal,point,observed,steady,0.4833333333333333,0.10865337342004411,5,0.4833333333333333,0.10865337342004411,5,0.0,0.0,5,5.0060683760683755,1.1377652929901398,5,8.616666666666667,0.8855514603279073,5,1.0,0.0,5,0.0,0.0,5,0.7180555555555557,0.07379595502732561,5
switch_after6,regime_conditional,cusum,clean,after,0.025,0.02282177322938192,5,0.025,0.02282177322938192,5,0.0,0.0,5,7.0,1.0,3,11.875,0.11785113019775798,5,1.0,0.0,5,0.0,0.0,5,0.9895833333333334,0.009820927516479838,5
switch_after6,regime_conditional,cusum,observed,after,0.6416666666666667,0.0864018389721988,5,0.6416666666666667,0.0864018389721988,5,0.0,0.0,5,5.313784461152882,0.361422235757287,5,7.716666666666667,0.5483561292120701,5,1.0,0.0,5,0.0,0.0,5,0.6430555555555555,0.045696344101005856,5
switch_after6,regime_conditional,ewma,clean,after,0.075,0.08014743359029727,5,0.075,0.08014743359029727,5,0.0,0.0,5,8.525,1.7423642940939,4,11.666666666666666,0.46491486675877924,5,1.0,0.0,5,0.0,0.0,5,0.9722222222222221,0.038742905563231574,5
switch_after6,regime_conditional,ewma,observed,after,0.7833333333333334,0.09033118078616167,5,0.7833333333333334,0.09033118078616167,5,0.0,0.0,5,4.886036414565827,0.25730867013791464,5,6.425,0.6893283768358234,5,1.0,0.0,5,0.0,0.0,5,0.5354166666666667,0.05744403140298531,5
switch_after6,regime_conditional,point,clean,after,0.11666666666666665,0.07453559924999299,5,0.11666666666666665,0.07453559924999299,5,0.016666666666666666,0.02282177322938192,5,5.38,1.3682105101189657,5,11.275,0.4099457958749615,5,1.0,0.0,5,0.0,0.0,5,0.9395833333333334,0.03416214965624676,5
switch_after6,regime_conditional,point,observed,after,0.6583333333333333,0.14848774734337886,5,0.6583333333333333,0.14848774734337886,5,0.016666666666666666,0.02282177322938192,5,4.42774628879892,1.178831308890431,5,7.041666666666666,1.1569536147429016,5,1.0,0.0,5,0.0,0.0,5,0.5868055555555556,0.09641280122857515,5
switch_after6,regime_marginal,cusum,clean,after,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,,,0,12.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
switch_after6,regime_marginal,cusum,observed,after,0.16666666666666669,0.11410886614690963,5,0.16666666666666669,0.11410886614690963,5,0.0,0.0,5,7.035714285714286,1.7112517243517242,4,11.158333333333335,0.679179447732499,5,1.0,0.0,5,0.0,0.0,5,0.929861111111111,0.0565982873110416,5
switch_after6,regime_marginal,ewma,clean,after,0.025,0.02282177322938192,5,0.025,0.02282177322938192,5,0.0,0.0,5,5.0,4.0,3,11.825,0.19851882082619327,5,1.0,0.0,5,0.0,0.0,5,0.9854166666666666,0.016543235068849464,5
